"source","target","pathway_name","prob","pval","condition","Columns"
"fib","revCSC","HSPG",0.0045192503536187,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","IGF",0.000403135473752886,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","JAM",0.0150222477897669,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","LAMININ",0.0684980915182107,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","NECTIN",0.00184764358002177,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","NRG",0.000136042115552464,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","PTN",0.320952345287998,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","SEMA4",0.000419983358421377,0.01,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","SPP1",0.196526969162106,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","TENASCIN",0.0344977367767787,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","TGFb",0.00475446934149614,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","THBS",0.260571696047248,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","TWEAK",0.0353807660192331,0,"cd34hilo","cd34hilo_revCSC"
"fib","CSC","ANGPTL",0.0260027385449507,0,"cd34hi","cd34hi_CSC"
"fib","CSC","COLLAGEN",0.78062657358747,0.000571428571428571,"cd34hi","cd34hi_CSC"
"fib","CSC","EGF",0.000577310701167777,0.0133333333333333,"cd34hi","cd34hi_CSC"
"fib","CSC","FN1",0.0893424468791689,0,"cd34hi","cd34hi_CSC"
"fib","CSC","HSPG",0.00458027473785015,0,"cd34hi","cd34hi_CSC"
"fib","CSC","IGF",0.000293336225687087,0,"cd34hi","cd34hi_CSC"
"fib","CSC","JAM",0.00954958008213813,0,"cd34hi","cd34hi_CSC"
"fib","CSC","LAMININ",0.0431823203101101,0,"cd34hi","cd34hi_CSC"
"fib","CSC","NRG",0.000591935191452467,0,"cd34hi","cd34hi_CSC"
"fib","CSC","PTN",0.343469284193799,0,"cd34hi","cd34hi_CSC"
"fib","CSC","TENASCIN",0.0391419119580705,0,"cd34hi","cd34hi_CSC"
"fib","CSC","THBS",0.208795767574426,0,"cd34hi","cd34hi_CSC"
"fib","CSC","TWEAK",0.0232042210685101,0,"cd34hi","cd34hi_CSC"
"fib","CSC","WNT",0.00151624436766707,0,"cd34hi","cd34hi_CSC"
"fib","CSC","ncWNT",0.000195097960362265,0,"cd34hi","cd34hi_CSC"
"fib","ER Stress","ANGPTL",0.0220648702171178,0,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","COLLAGEN",0.847879264902681,0,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","EGF",0.000338124975155565,0,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","EPHA",0.000188511759647012,0,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","FN1",0.067006322758494,0.01,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","HGF",0.000962940093268873,0,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","HSPG",0.00151247265278593,0,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","IGF",0.000231820234861302,0,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","JAM",0.0137778694186037,0,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","LAMININ",0.043254401818464,0,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","MPZ",0.000683475454752255,0.02,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","NRG",0.000276210809945873,0,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","PTN",0.197150313916022,0,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","SPP1",0.0786755535179071,0,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","TENASCIN",0.035306735683674,0,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","THBS",0.180164507650082,0.00428571428571429,"cd34hi","cd34hi_ER Stress"
"fib","ER Stress","TWEAK",0.0307897902903318,0,"cd34hi","cd34hi_ER Stress"
"fib","Early Enterocyte","ANGPTL",0.0229740740372091,0,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","COLLAGEN",0.63070302744341,0.00558823529411765,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","EGF",0.000562903094510515,0,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","FN1",0.0750523877743443,0,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","HGF",0.000853676368859774,0,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","HSPG",0.00404158679389798,0,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","IGF",0.000471134343709648,0,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","JAM",0.00901295882871742,0,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","LAMININ",0.0358208397967478,0.00266666666666667,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","NRG",0.000598882728825499,0,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","PTN",0.204011045963752,0.02,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","TENASCIN",0.0346081347608897,0,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","THBS",0.186149268442375,0,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","TWEAK",0.0216229069312207,0,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","WNT",0.00114821261131305,0,"cd34hi","cd34hi_Early Enterocyte"
"fib","Early Enterocyte","ncWNT",0.000148449471978441,0,"cd34hi","cd34hi_Early Enterocyte"
"fib","Goblet / DCS","ANGPTL",0.0215092134641735,0,"cd34hi","cd34hi_Goblet / DCS"
"fib","Goblet / DCS","COLLAGEN",0.627066045649805,0.00103448275862069,"cd34hi","cd34hi_Goblet / DCS"
"fib","Goblet / DCS","EGF",0.00193001747462656,0.00333333333333333,"cd34hi","cd34hi_Goblet / DCS"
"fib","Goblet / DCS","FN1",0.0874122182161106,0,"cd34hi","cd34hi_Goblet / DCS"
"fib","Goblet / DCS","HGF",0.00106214375485952,0,"cd34hi","cd34hi_Goblet / DCS"
"fib","Goblet / DCS","HSPG",0.0034950733907557,0,"cd34hi","cd34hi_Goblet / DCS"
"fib","Goblet / DCS","IGF",0.000623805395433269,0,"cd34hi","cd34hi_Goblet / DCS"
"fib","Goblet / DCS","JAM",0.0117448211304389,0,"cd34hi","cd34hi_Goblet / DCS"
"fib","Goblet / DCS","LAMININ",0.0493547572096378,0.002,"cd34hi","cd34hi_Goblet / DCS"
"fib","Goblet / DCS","NRG",0.000465769693530872,0,"cd34hi","cd34hi_Goblet / DCS"
"fib","Goblet / DCS","PTN",0.113847060339164,0,"cd34hi","cd34hi_Goblet / DCS"
"fib","Goblet / DCS","SPP1",0.00943509286971458,0,"cd34hi","cd34hi_Goblet / DCS"
"fib","Goblet / DCS","TENASCIN",0.0342811776358519,0,"cd34hi","cd34hi_Goblet / DCS"
"fib","Goblet / DCS","THBS",0.197561698155732,0,"cd34hi","cd34hi_Goblet / DCS"
"fib","Goblet / DCS","TWEAK",0.0309520242852481,0,"cd34hi","cd34hi_Goblet / DCS"
"fib","Late Enterocyte","ANGPTL",0.0235584125972525,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","COLLAGEN",0.721670559210581,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","EGF",0.000988810107905838,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","EPHA",0.000234206875831034,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","FN1",0.0799646765872767,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","HGF",0.00108176100633546,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","HSPG",0.0045786318799726,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","IGF",0.000812902995705457,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","JAM",0.0121846606749806,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","LAMININ",0.053288828316486,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","NRG",0.000728744089503723,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","PTN",0.208785509636101,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","SPP1",0.0458346833446886,0.005,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","TENASCIN",0.0375214097916741,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","THBS",0.198128884770654,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","TWEAK",0.0313373202348294,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","WNT",0.0005851491465077,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","Late Enterocyte","ncWNT",0.000165226878401699,0,"cd34hi","cd34hi_Late Enterocyte"
"fib","TA 1","ANGPTL",0.028087603818396,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","COLLAGEN",0.971937720122445,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","EGF",0.000660915301924332,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","EPHA",0.000181359747511014,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","FN1",0.182969490919453,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","GALECTIN",0.00788796881826686,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","HGF",0.000965814129706671,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","HSPG",0.00394749906843039,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","IGF",0.000556500710000051,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","JAM",0.0106147368800513,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","LAMININ",0.059521838854913,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","MPZ",0.000598377390160978,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","NRG",0.000243900671044649,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","PTN",0.354831268756145,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","SPP1",0.0975856961539128,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","TENASCIN",0.0452810698251387,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","TGFb",0.000267743020834452,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","THBS",0.226961112774761,0,"cd34hi","cd34hi_TA 1"
"fib","TA 1","TWEAK",0.0296773615661134,0,"cd34hi","cd34hi_TA 1"
"fib","TA 2","ANGPTL",0.0308594251167983,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","COLLAGEN",1.36920961024408,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","EGF",0.00211770390048054,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","EPHA",0.000693554488570015,0.005,"cd34hi","cd34hi_TA 2"
"fib","TA 2","FN1",0.265926728849199,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","GALECTIN",0.01377783102138,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","HGF",0.000682000385452208,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","HSPG",0.00616150724883259,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","IGF",0.0011025448343016,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","JAM",0.0155666167808362,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","LAMININ",0.105000937755886,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","MPZ",0.000431118906513502,0.04,"cd34hi","cd34hi_TA 2"
"fib","TA 2","NRG",0.000519903157196765,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","PTN",0.40268226467586,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","SPP1",0.213258354082122,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","TENASCIN",0.055321820156091,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","TGFb",0.00335479952664962,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","THBS",0.244571052205214,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","TWEAK",0.0297099753321672,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","WNT",0.00145369539366643,0,"cd34hi","cd34hi_TA 2"
"fib","TA 2","ncWNT",0.000291063987823686,0,"cd34hi","cd34hi_TA 2"
"fib","proCSC","ANGPTL",0.0257337634953576,0,"cd34hi","cd34hi_proCSC"
"fib","proCSC","COLLAGEN",0.92845170689625,0.00375,"cd34hi","cd34hi_proCSC"
"fib","proCSC","EGF",0.000575602789245381,0,"cd34hi","cd34hi_proCSC"
"fib","proCSC","EPHA",0.000482401295415572,0.005,"cd34hi","cd34hi_proCSC"
"fib","proCSC","FN1",0.0968048193349002,0.0133333333333333,"cd34hi","cd34hi_proCSC"
"fib","proCSC","HGF",0.00114600450210729,0,"cd34hi","cd34hi_proCSC"
"fib","proCSC","HSPG",0.00359698172784723,0,"cd34hi","cd34hi_proCSC"
"fib","proCSC","IGF",0.000467664198387277,0,"cd34hi","cd34hi_proCSC"
"fib","proCSC","JAM",0.0101391400895257,0,"cd34hi","cd34hi_proCSC"
"fib","proCSC","LAMININ",0.0549631164843269,0.000625,"cd34hi","cd34hi_proCSC"
"fib","proCSC","NRG",0.000163746379291148,0,"cd34hi","cd34hi_proCSC"
"fib","proCSC","PTN",0.399847759212161,0,"cd34hi","cd34hi_proCSC"
"fib","proCSC","SPP1",0.0419203840584771,0.01,"cd34hi","cd34hi_proCSC"
"fib","proCSC","TENASCIN",0.0410385924834139,0,"cd34hi","cd34hi_proCSC"
"fib","proCSC","THBS",0.170350222955838,0,"cd34hi","cd34hi_proCSC"
"fib","proCSC","TWEAK",0.0349085879610181,0,"cd34hi","cd34hi_proCSC"
"fib","revCSC","ANGPTL",0.0301526648934755,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","COLLAGEN",1.13832029939346,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","EGF",0.000740132244540266,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","FN1",0.253115534992695,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","GALECTIN",0.00993533505098543,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","HGF",0.000878003705404,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","HSPG",0.00391970212014517,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","IGF",0.000424996816068352,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","JAM",0.0138893171555668,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","LAMININ",0.0664409513199096,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","MPZ",0.000759953970210221,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","NOTCH",0.00370827135893691,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","NRG",0.000173304176148311,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","PTN",0.379690863062536,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","SPP1",0.159808735292405,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","TENASCIN",0.0521468761266017,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","TGFb",0.00658455113516796,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","THBS",0.238056690763845,0,"cd34hi","cd34hi_revCSC"
"fib","revCSC","TWEAK",0.0382465310526081,0,"cd34hi","cd34hi_revCSC"
"fib","CSC","ANGPTL",0.0145506686400094,0,"cd34lo","cd34lo_CSC"
"fib","CSC","BMP",6.24863601207686e-05,0,"cd34lo","cd34lo_CSC"
"fib","CSC","COLLAGEN",0.761124450943836,0.00228571428571429,"cd34lo","cd34lo_CSC"
"fib","CSC","EPHA",0.000529338653387022,0.00333333333333333,"cd34lo","cd34lo_CSC"
"fib","CSC","FN1",0.143688389752115,0.01,"cd34lo","cd34lo_CSC"
"fib","CSC","HSPG",0.00689736290192237,0,"cd34lo","cd34lo_CSC"
"fib","CSC","JAM",0.00221468124469891,0,"cd34lo","cd34lo_CSC"
"fib","CSC","LAMININ",0.0482601212616059,0.00217391304347826,"cd34lo","cd34lo_CSC"
"fib","CSC","NECTIN",0.00243865269460205,0,"cd34lo","cd34lo_CSC"
"fib","CSC","PTN",0.149152459556186,0,"cd34lo","cd34lo_CSC"
"fib","CSC","SPP1",0.0680630248504779,0,"cd34lo","cd34lo_CSC"
"fib","CSC","TENASCIN",0.00644308464417833,0.015,"cd34lo","cd34lo_CSC"
"fib","CSC","THBS",0.160471235098034,0.005,"cd34lo","cd34lo_CSC"
"fib","CSC","TWEAK",0.0203100854009326,0,"cd34lo","cd34lo_CSC"
"fib","CSC","ncWNT",0.000258686954656576,0,"cd34lo","cd34lo_CSC"
"fib","ER Stress","ANGPTL",0.0144930365089078,0,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","COLLAGEN",0.793165810404885,0,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","EGF",0.00276210820640917,0,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","EPHA",0.00047046950082344,0,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","FN1",0.102880932663073,0,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","HGF",0.00309848053829562,0,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","HSPG",0.00453532389556181,0,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","JAM",0.00459213796858048,0,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","LAMININ",0.0442868230545511,5e-04,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","NECTIN",0.00314268276097209,0,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","PTN",0.175732519097971,0.00333333333333333,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","SEMA4",0.000693474660029292,0,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","SPP1",0.125984872944674,0,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","TENASCIN",0.00699512708702068,0,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","THBS",0.213833382643818,0.00666666666666667,"cd34lo","cd34lo_ER Stress"
"fib","ER Stress","TWEAK",0.0305547310169572,0,"cd34lo","cd34lo_ER Stress"
"fib","Early Enterocyte","ANGPTL",0.0147419788131533,0,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","BMP",7.18050007674438e-05,0,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","COLLAGEN",0.630780777066929,0.000333333333333333,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","EGF",0.00246867352438372,0,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","EPHA",0.000153339508008292,0,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","FN1",0.134035325089456,0.00333333333333333,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","GRN",0.00123252655541558,0,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","HGF",0.003151920279042,0,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","HSPG",0.00624255411006239,0,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","JAM",0.00223431356069128,0,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","LAMININ",0.0399278863774211,0.000476190476190476,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","NECTIN",0.00193043646906851,0.02,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","PTN",0.119331098969713,0,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","SEMA4",0.000662979192225232,0,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","SPP1",0.0429767995050999,0,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","TENASCIN",0.0065285077347585,0.02,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","THBS",0.171893333193034,0.008,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","TWEAK",0.0131812971638102,0,"cd34lo","cd34lo_Early Enterocyte"
"fib","Early Enterocyte","ncWNT",0.00037219838236186,0,"cd34lo","cd34lo_Early Enterocyte"
"fib","Goblet / DCS","ANGPTL",0.0106637487992175,0,"cd34lo","cd34lo_Goblet / DCS"
"fib","Goblet / DCS","BMP",8.78301682752618e-05,0,"cd34lo","cd34lo_Goblet / DCS"
"fib","Goblet / DCS","COLLAGEN",0.342767055934155,0,"cd34lo","cd34lo_Goblet / DCS"
"fib","Goblet / DCS","EGF",0.00116425979131269,0,"cd34lo","cd34lo_Goblet / DCS"
"fib","Goblet / DCS","EPHA",0.000503234155532174,0,"cd34lo","cd34lo_Goblet / DCS"
"fib","Goblet / DCS","FN1",0.0404923133105475,0,"cd34lo","cd34lo_Goblet / DCS"
"fib","Goblet / DCS","HSPG",0.00641430365203078,0,"cd34lo","cd34lo_Goblet / DCS"
"fib","Goblet / DCS","JAM",0.00243547281470823,0,"cd34lo","cd34lo_Goblet / DCS"
"fib","Goblet / DCS","LAMININ",0.0493093718661274,0.000476190476190476,"cd34lo","cd34lo_Goblet / DCS"
"fib","Goblet / DCS","NECTIN",0.00219294022597244,0.01,"cd34lo","cd34lo_Goblet / DCS"
"fib","Goblet / DCS","PTN",0.0565372094133486,0,"cd34lo","cd34lo_Goblet / DCS"
"fib","Goblet / DCS","SEMA4",0.00063373588934885,0,"cd34lo","cd34lo_Goblet / DCS"
"fib","Goblet / DCS","SPP1",0.0637441782801344,0.03,"cd34lo","cd34lo_Goblet / DCS"
"fib","Goblet / DCS","THBS",0.135841197128251,0,"cd34lo","cd34lo_Goblet / DCS"
"fib","Goblet / DCS","TWEAK",0.024065399464469,0,"cd34lo","cd34lo_Goblet / DCS"
"fib","Late Enterocyte","ANGPTL",0.0162218073304494,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","COLLAGEN",1.01135090043228,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","EGF",0.00230793987034674,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","FN1",0.191439184774075,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","GRN",0.00125962349646304,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","HGF",0.00142610205579348,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","HSPG",0.00695874295835728,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","JAM",0.00361650706659582,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","LAMININ",0.0568891660543191,0.000476190476190476,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","NECTIN",0.00244601938247576,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","PTN",0.1237815753591,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","SEMA4",0.000782809535185197,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","SPP1",0.105869564399546,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","TENASCIN",0.00771767956184262,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","THBS",0.244587830707862,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","TWEAK",0.0313930134056458,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","Late Enterocyte","ncWNT",0.000132839991605383,0,"cd34lo","cd34lo_Late Enterocyte"
"fib","TA 1","AGRN",0.00265395168358415,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","ANGPTL",0.0203230651732329,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","BMP",6.36129720455808e-05,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","COLLAGEN",1.30743844110705,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","EGF",0.0010205635147058,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","EPHA",0.000762625383797492,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","FN1",0.280700146780786,0.002,"cd34lo","cd34lo_TA 1"
"fib","TA 1","GALECTIN",0.00624651990989378,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","HGF",0.00352296550736604,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","HSPG",0.00692900041381996,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","JAM",0.00297325353725567,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","LAMININ",0.0554964824774653,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","NECTIN",0.00219569704992038,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","PTN",0.23121799875156,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","SEMA4",0.000491998470568312,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","SPP1",0.0903261678621808,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","TENASCIN",0.00931780247342043,0,"cd34lo","cd34lo_TA 1"
"fib","TA 1","THBS",0.289111867231378,0.005,"cd34lo","cd34lo_TA 1"
"fib","TA 1","TWEAK",0.0273846108437832,0,"cd34lo","cd34lo_TA 1"
"fib","TA 2","ANGPTL",0.0237321313377706,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","BMP",0.000159200479788867,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","COLLAGEN",2.1358877181719,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","EGF",0.008947000328216,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","EPHA",0.00219875238295767,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","FN1",0.57283835733609,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","GALECTIN",0.0156615120771775,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","HGF",0.00421713584781301,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","HSPG",0.00708559746731961,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","JAM",0.00340084680590885,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","LAMININ",0.113558640875095,0.000416666666666667,"cd34lo","cd34lo_TA 2"
"fib","TA 2","NECTIN",0.00333633027724325,0.01,"cd34lo","cd34lo_TA 2"
"fib","TA 2","PTN",0.253642461936553,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","SEMA4",0.00103477879407062,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","SEMA5",0.000367981590978147,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","SPP1",0.449154755626821,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","TENASCIN",0.0133668785219408,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","TGFb",0.00718791217998148,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","THBS",0.296665728104774,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","TWEAK",0.0291452863913736,0,"cd34lo","cd34lo_TA 2"
"fib","TA 2","ncWNT",0.000598385690914613,0,"cd34lo","cd34lo_TA 2"
"fib","proCSC","ANGPTL",0.0166738140213353,0,"cd34lo","cd34lo_proCSC"
"fib","proCSC","COLLAGEN",1.03727752326242,0.00333333333333333,"cd34lo","cd34lo_proCSC"
"fib","proCSC","EGF",0.000808820884777198,0.01,"cd34lo","cd34lo_proCSC"
