,,phateepi_1,phateepi_2,curatedCLUST,CCATmed,VELOmed,dist,clustDISTmin,Ridge,height,,,
WT,1134,0.030089777,-0.000495,Late Enterocyte,0.234857537,167.310714,0.009256019,0.009002585,,0.235144061,,,
WT,1135,0.020005882,-0.005258112,Late Enterocyte,0.234857537,167.310714,0.010457503,0.009002585,,0.23650242,,,
WT,1136,0.006935986,-0.00945405,Late Enterocyte,0.234857537,167.310714,0.022653513,0.009002585,Y,0.255213593,,,
WT,1137,-0.015409909,-0.007657605,CSC,0.338042503,258.6659283,0.009663477,0.005480045,Y,0.35120924,,,
WT,1138,0.013264067,-0.007867919,Late Enterocyte,0.234857537,167.310714,0.016313029,0.009002585,,0.243122485,,,
WT,1139,0.041431228,0.017421816,Late Enterocyte,0.234857537,167.310714,0.023583665,0.009002585,,0.251342429,,,
WT,1140,0.041658821,0.038414784,Late Enterocyte,0.234857537,167.310714,0.009002585,0.009002585,,0.234857537,,,
WT,1141,0.002486224,-0.006597082,TA 1,0.301248963,241.106147,0.006679183,0.004755062,,0.304106918,,,
WT,1142,0.008870417,-0.012022207,Early Enterocyte,0.268803969,218.0722803,0.007274027,0.006641666,,0.269547459,,,
WT,1143,0.010483415,-0.00781817,TA 2,0.28071078,227.7227682,0.0205362,0.00446672,Y,0.295666624,,,
WT,1144,-0.022415952,0.002313728,proCSC,0.389112168,235.940056,0.007060048,0.005289637,,0.391527817,,,
WT,1145,-0.002756864,-0.004683,TA 1,0.301248963,241.106147,0.005055737,0.004755062,,0.301695566,,,
WT,1146,-0.012752397,-0.006995491,CSC,0.338042503,258.6659283,0.007867939,0.005480045,,0.340911163,,,
WT,1147,-0.012308136,0.000768,TA 2,0.28071078,227.7227682,0.006410506,0.00446672,Y,0.295666624,,,
WT,1148,-0.00582989,-0.001844325,TA 1,0.301248963,241.106147,0.006664519,0.004755062,,0.304085137,,,
WT,1149,0.013544497,-0.008281432,Late Enterocyte,0.234857537,167.310714,0.016164352,0.009002585,,0.242954396,,,
WT,1150,0.025442835,-0.004877942,Late Enterocyte,0.234857537,167.310714,0.010427996,0.009002585,,0.23646906,,,
WT,1151,-0.003159315,-0.008036342,TA 1,0.301248963,241.106147,0.005160577,0.004755062,,0.301851288,,,
WT,1152,-0.007571273,-0.004403696,TA 2,0.28071078,227.7227682,0.005593369,0.00446672,Y,0.295666624,,,
WT,1153,0.008865102,-0.011343962,Early Enterocyte,0.268803969,218.0722803,0.007046232,0.006641666,,0.269279632,,,
WT,1154,0.013570519,-0.007975571,Late Enterocyte,0.234857537,167.310714,0.016025591,0.009002585,,0.242797518,,,
WT,1155,-0.010158929,-0.00639601,TA 1,0.301248963,241.106147,0.007557504,0.004755062,,0.305411516,,,
WT,1156,-0.016157053,0.001163274,proCSC,0.389112168,235.940056,0.010603703,0.005289637,Y,0.403547132,,,
WT,1157,0.024655293,0.037932668,Goblet / DCS,0.244543009,205.206332,0.025699268,0.0136771,,0.251837339,,,
WT,1158,-0.008893558,0.01576781,ER Stress,0.277051733,137.3284961,0.01465161,0.005853808,,0.295688151,,,
WT,1159,-0.008426365,-0.006810718,TA 1,0.301248963,241.106147,0.006300163,0.004755062,,0.303543949,,,
WT,1160,0.016385262,-0.01013028,Early Enterocyte,0.268803969,218.0722803,0.00863913,0.006641666,,0.271152461,,,
WT,1161,-0.003182707,-0.007215378,TA 1,0.301248963,241.106147,0.004939305,0.004755062,,0.301522625,,,
WT,1162,-0.000122,-0.00473975,TA 1,0.301248963,241.106147,0.005881176,0.004755062,,0.302921614,,,
WT,1163,0.007971205,-0.008895115,Late Enterocyte,0.234857537,167.310714,0.021595868,0.009002585,,0.24909509,,,
WT,1164,0.022196133,-0.010658079,Early Enterocyte,0.268803969,218.0722803,0.012598043,0.006641666,,0.275807098,,,
WT,1165,0.029109819,-0.000915,Late Enterocyte,0.234857537,167.310714,0.009247465,0.009002585,,0.23513439,,,
WT,1166,0.019982142,-0.005008025,Late Enterocyte,0.234857537,167.310714,0.01040268,0.009002585,,0.236440439,,,
WT,1167,0.000851,-0.007431707,TA 1,0.301248963,241.106147,0.005664546,0.004755062,,0.302599847,,,
WT,1168,0.018568368,-0.012276999,Early Enterocyte,0.268803969,218.0722803,0.010373371,0.006641666,,0.27319147,,,
WT,1169,0.035824432,0.005664744,Late Enterocyte,0.234857537,167.310714,0.014233065,0.009002585,,0.240770946,,,
WT,1170,0.034099932,0.000172,Late Enterocyte,0.234857537,167.310714,0.011294456,0.009002585,,0.237448651,,,
WT,1171,-0.009948785,-0.001212744,revCSC,0.348974281,248.3255332,0.010577548,0.004813433,Y,0.362689287,,,
WT,1172,-0.007922592,0.009822536,revCSC,0.348974281,248.3255332,0.007409439,0.004813433,,0.352672706,,,
WT,1173,0.001486379,-0.010187372,TA 1,0.301248963,241.106147,0.007209448,0.004755062,,0.304894536,,,
WT,1174,-0.003415537,-0.010619088,CSC,0.338042503,258.6659283,0.006013398,0.005480045,,0.338683238,,,
WT,1175,-0.005166334,-0.003741224,TA 1,0.301248963,241.106147,0.005402755,0.004755062,,0.302211001,,,
WT,1176,0.015940177,-0.012470668,Early Enterocyte,0.268803969,218.0722803,0.008871694,0.006641666,,0.271425894,,,
WT,1177,0.009670301,-0.012161177,Early Enterocyte,0.268803969,218.0722803,0.007223093,0.006641666,,0.269487574,,,
WT,1178,0.042197427,0.030692351,Late Enterocyte,0.234857537,167.310714,0.036676428,0.009002585,,0.266144678,,,
WT,1179,0.002530447,-0.008490021,TA 1,0.301248963,241.106147,0.007091472,0.004755062,,0.304719304,,,
WT,1180,-0.002630521,-0.005205189,TA 1,0.301248963,241.106147,0.004930691,0.004755062,,0.301509831,,,
WT,1181,-0.010723382,0.010583351,revCSC,0.348974281,248.3255332,0.009681389,0.004813433,Y,0.362689287,,,
WT,1182,0.014396886,-0.008196815,Late Enterocyte,0.234857537,167.310714,0.015356358,0.009002585,,0.242040905,,,
WT,1183,-0.023198154,0.001920269,proCSC,0.389112168,235.940056,0.007003324,0.005289637,,0.391450419,,,
WT,1184,0.0151653,-0.004956032,Late Enterocyte,0.234857537,167.310714,0.013321593,0.009002585,,0.239740466,,,
WT,1185,0.005384803,-0.009784492,TA 2,0.28071078,227.7227682,0.017107422,0.00446672,,0.301873108,,,
WT,1186,-0.007379141,-0.011452617,CSC,0.338042503,258.6659283,0.005607509,0.005480045,,0.33819563,,,
WT,1187,0.037547295,0.006725153,Late Enterocyte,0.234857537,167.310714,0.015670614,0.009002585,,0.242396193,,,
WT,1188,0.001004223,-0.006306791,TA 1,0.301248963,241.106147,0.005741249,0.004755062,,0.302713778,,,
WT,1189,-0.027241112,0.011979851,proCSC,0.389112168,235.940056,0.007559841,0.005289637,,0.392209763,,,
WT,1190,0.024653205,0.020025176,Goblet / DCS,0.244543009,205.206332,0.016127246,0.0136771,Y,0.261139896,,,
WT,1191,-0.007257816,-0.006583362,TA 1,0.301248963,241.106147,0.005713073,0.004755062,,0.302671927,,,
WT,1192,0.018316839,-0.006492768,Late Enterocyte,0.234857537,167.310714,0.011362936,0.009002585,,0.237526073,,,
WT,1193,0.020645041,-0.006273266,Late Enterocyte,0.234857537,167.310714,0.010676682,0.009002585,,0.236750216,,,
WT,1194,-0.0263778,0.004033638,proCSC,0.389112168,235.940056,0.006503773,0.005289637,,0.390768803,,,
WT,1195,0.002221758,0.008975988,TA 2,0.28071078,227.7227682,0.015257271,0.00446672,,0.298775693,,,
WT,1196,0.002534347,0.005292181,TA 2,0.28071078,227.7227682,0.012930078,0.00446672,,0.294879641,,,
WT,1197,0.041749474,0.027842797,Late Enterocyte,0.234857537,167.310714,0.033794111,0.009002585,Y,0.255213593,,,
WT,1198,-0.006740177,-0.006164861,TA 1,0.301248963,241.106147,0.005425477,0.004755062,,0.302244751,,,
WT,1199,0.015040639,-0.005942238,Goblet / DCS,0.244543009,205.206332,0.021611071,0.0136771,Y,0.261139896,,,
WT,1200,0.015040639,-0.005942238,Goblet / DCS,0.244543009,205.206332,0.021611071,0.0136771,Y,0.261139896,,,
WT,1201,0.005563236,-0.011072064,TA 1,0.301248963,241.106147,0.01072105,0.004755062,,0.310110425,,,
WT,1202,0.014182684,-0.008824938,Early Enterocyte,0.268803969,218.0722803,0.00766099,0.006641666,Y,0.284421664,,,
WT,1203,0.031962039,-4.00E-05,Late Enterocyte,0.234857537,167.310714,0.00981718,0.009002585,,0.235778492,,,
WT,1204,-0.005451773,-0.00817868,TA 1,0.301248963,241.106147,0.005521176,0.004755062,,0.302386896,,,
WT,1205,-0.013000701,0.00107336,TA 1,0.301248963,241.106147,0.012594213,0.004755062,Y,0.315374635,,,
WT,1206,0.042227415,0.033114188,Late Enterocyte,0.234857537,167.310714,0.039104288,0.009002585,,0.268889537,,,
WT,1207,0.006540417,0.004123861,ER Stress,0.277051733,137.3284961,0.010478985,0.005853808,Y,0.301852021,,,
WT,1208,0.003227124,-0.013443121,CSC,0.338042503,258.6659283,0.01014049,0.005480045,,0.343641258,,,
WT,1209,0.002581003,-0.008173656,TA 1,0.301248963,241.106147,0.007004926,0.004755062,,0.304590754,,,
WT,1210,0.018622525,-0.00537268,Late Enterocyte,0.234857537,167.310714,0.010980904,0.009002585,,0.23709416,,,
WT,1211,0.024901422,0.023279952,Goblet / DCS,0.244543009,205.206332,0.015150385,0.0136771,,0.24543691,,,
WT,1212,0.002580989,-0.007647337,TA 1,0.301248963,241.106147,0.006879812,0.004755062,,0.304404919,,,
WT,1213,-0.003202342,-0.008269738,TA 1,0.301248963,241.106147,0.005254831,0.004755062,,0.301991285,,,
WT,1214,0.027564265,0.000795,Late Enterocyte,0.234857537,167.310714,0.00905201,0.009002585,,0.234913415,,,
WT,1215,0.020111462,-0.005091837,Late Enterocyte,0.234857537,167.310714,0.010376864,0.009002585,,0.236411252,,,
WT,1216,-0.014037509,-0.005299489,CSC,0.338042503,258.6659283,0.009405702,0.005480045,,0.342758531,,,
WT,1217,0.021668935,-0.007810639,Late Enterocyte,0.234857537,167.310714,0.011291752,0.009002585,,0.237445595,,,
WT,1218,0.030151984,-0.000516,Late Enterocyte,0.234857537,167.310714,0.009273965,0.009002585,,0.23516435,,,
WT,1219,0.0281297,-0.002934198,Late Enterocyte,0.234857537,167.310714,0.009784887,0.009002585,,0.235741982,,,
WT,1220,0.041511987,0.01771813,Late Enterocyte,0.234857537,167.310714,0.023879398,0.009002585,,0.251676775,,,
WT,1221,-0.026874013,0.005710964,proCSC,0.389112168,235.940056,0.006019151,0.005289637,,0.390107557,,,
WT,1222,0.022357415,0.01366353,Goblet / DCS,0.244543009,205.206332,0.017123958,0.0136771,,0.246634355,,,
WT,1223,0.005791011,-0.008065673,Early Enterocyte,0.268803969,218.0722803,0.008131284,0.006641666,,0.270555367,,,
WT,1224,-0.000267,-0.01098274,TA 1,0.301248963,241.106147,0.006918926,0.004755062,,0.304463016,,,
WT,1225,0.033887269,0.006444239,Late Enterocyte,0.234857537,167.310714,0.01372152,0.009002585,,0.24019261,,,
WT,1226,0.001660362,0.018119575,ER Stress,0.277051733,137.3284961,0.006872983,0.005853808,Y,0.301852021,,,
WT,1227,0.002485574,0.019005748,ER Stress,0.277051733,137.3284961,0.007659808,0.005853808,,0.280877391,,,
WT,1228,-0.00150493,-0.00638211,TA 1,0.301248963,241.106147,0.004831818,0.004755062,,0.301362971,,,
WT,1229,-0.007176458,-0.007511962,TA 1,0.301248963,241.106147,0.005857475,0.004755062,,0.302886411,,,
WT,1230,-0.011949896,-0.006953381,CSC,0.338042503,258.6659283,0.007475005,0.005480045,,0.340439117,,,
WT,1231,0.00682736,-0.006071136,revCSC,0.348974281,248.3255332,0.004813433,0.004813433,Y,0.362689287,,,
WT,1232,0.003878862,0.010928262,ER Stress,0.277051733,137.3284961,0.007132475,0.005853808,,0.279760338,,,
WT,1233,-0.013731211,0.002938005,revCSC,0.348974281,248.3255332,0.011832423,0.004813433,Y,0.362689287,,,
WT,1234,0.017135683,0.000553,Late Enterocyte,0.234857537,167.310714,0.011785986,0.009002585,,0.238004359,,,
WT,1235,-0.003024428,-0.008498105,TA 1,0.301248963,241.106147,0.005332382,0.004755062,,0.302106474,,,
WT,1236,0.034062356,0.000818,Late Enterocyte,0.234857537,167.310714,0.011459537,0.009002585,,0.237635287,,,
WT,1237,0.036670267,0.007802709,Late Enterocyte,0.234857537,167.310714,0.015710346,0.009002585,,0.242441112,,,
WT,1238,0.018296652,-0.006134517,Late Enterocyte,0.234857537,167.310714,0.01126861,0.009002585,,0.237419431,,,
WT,1239,-0.022559499,0.007112595,proCSC,0.389112168,235.940056,0.006506586,0.005289637,,0.390772641,,,
WT,1240,0.007742284,-0.011069121,Early Enterocyte,0.268803969,218.0722803,0.00724002,0.006641666,,0.269507476,,,
WT,1241,-0.019568546,-0.001152669,proCSC,0.389112168,235.940056,0.009310218,0.005289637,,0.394598077,,,
WT,1242,0.027121506,-0.005427785,Late Enterocyte,0.234857537,167.310714,0.010817706,0.009002585,,0.236909653,,,
WT,1243,0.017440505,-0.002598656,Late Enterocyte,0.234857537,167.310714,0.011223162,0.009002585,,0.237368049,,,
WT,1244,-0.001976654,-0.008743755,TA 1,0.301248963,241.106147,0.005372416,0.004755062,,0.302165939,,,
WT,1245,0.03941114,0.012965393,Late Enterocyte,0.234857537,167.310714,0.020473828,0.009002585,,0.247826549,,,
WT,1246,0.031854982,0.002205003,Late Enterocyte,0.234857537,167.310714,0.010425188,0.009002585,,0.236465885,,,
WT,1247,0.023214721,-0.007895445,Goblet / DCS,0.244543009,205.206332,0.025604813,0.0136771,Y,0.261139896,,,
WT,1248,0.040634666,0.018329016,Late Enterocyte,0.234857537,167.310714,0.024200207,0.009002585,Y,0.255213593,,,
WT,1249,0.006120873,-0.010101896,Early Enterocyte,0.268803969,218.0722803,0.00764486,0.006641666,,0.269983462,,,
WT,1250,0.02665747,-0.004987415,Late Enterocyte,0.234857537,167.310714,0.010587748,0.009002585,,0.23664967,,,
WT,1251,-0.000917,-0.007659632,TA 1,0.301248963,241.106147,0.005073492,0.004755062,,0.301721938,,,
WT,1252,0.000681,-0.007306053,TA 1,0.301248963,241.106147,0.005583345,0.004755062,,0.302479237,,,
WT,1253,-0.004870423,-0.009133473,TA 1,0.301248963,241.106147,0.005897974,0.004755062,,0.302946566,,,
WT,1254,-0.027498665,0.012191549,proCSC,0.389112168,235.940056,0.007844175,0.005289637,,0.392597724,,,
WT,1255,0.004620062,-0.008680472,TA 1,0.301248963,241.106147,0.008939477,0.004755062,,0.307464201,,,
WT,1256,-0.000457341,-0.005989049,TA 1,0.301248963,241.106147,0.005244345,0.004755062,,0.30197571,,,
WT,1257,-0.000366,-0.007905648,TA 1,0.301248963,241.106147,0.005294743,0.004755062,,0.302050568,,,
WT,1258,0.001544336,-0.009917486,TA 1,0.301248963,241.106147,0.00709078,0.004755062,,0.304718276,,,
WT,1259,-0.011246422,-0.006098334,TA 1,0.301248963,241.106147,0.00858264,0.004755062,,0.306934181,,,
WT,1260,0.000471,-0.007944387,TA 1,0.301248963,241.106147,0.005606875,0.004755062,,0.302514187,,,
WT,1261,0.036211692,0.005657761,Late Enterocyte,0.234857537,167.310714,0.014456526,0.009002585,,0.241023583,,,
WT,1262,0.013816655,-0.001254014,Late Enterocyte,0.234857537,167.310714,0.013963423,0.009002585,Y,0.255213593,,,
WT,1263,-0.003222596,-0.003647242,TA 1,0.301248963,241.106147,0.005440698,0.004755062,,0.302267359,,,
WT,1264,-0.006027138,0.007599916,revCSC,0.348974281,248.3255332,0.005330954,0.004813433,,0.349711573,,,
WT,1265,0.026279683,-0.001959116,Late Enterocyte,0.234857537,167.310714,0.009580581,0.009002585,,0.235511,,,
WT,1266,-0.002808966,-0.008023768,TA 1,0.301248963,241.106147,0.005148158,0.004755062,,0.301832842,,,
WT,1267,0.018305344,-0.009324417,Early Enterocyte,0.268803969,218.0722803,0.009968892,0.006641666,,0.27271591,,,
WT,1268,0.005922458,-0.010813878,TA 1,0.301248963,241.106147,0.01094462,0.004755062,,0.3104425,,,
WT,1269,-0.003201822,-0.004347006,TA 1,0.301248963,241.106147,0.005135094,0.004755062,,0.301813436,,,
WT,1270,0.002275161,-0.002876253,TA 1,0.301248963,241.106147,0.007962592,0.004755062,Y,0.315374635,,,
WT,1271,0.018898178,-0.006225943,Late Enterocyte,0.234857537,167.310714,0.011141201,0.009002585,,0.237275386,,,
WT,1272,-0.001123879,0.001516318,revCSC,0.348974281,248.3255332,0.006089055,0.004813433,,0.350791608,,,
WT,1273,0.008662731,-0.009202521,Early Enterocyte,0.268803969,218.0722803,0.006977666,0.006641666,,0.269199017,,,
WT,1274,0.032644995,0.000535,Late Enterocyte,0.234857537,167.310714,0.010284141,0.009002585,,0.236306423,,,
WT,1275,0.042140457,0.033323805,Late Enterocyte,0.234857537,167.310714,0.03930195,0.009002585,,0.269113007,,,
WT,1276,-0.006317621,-0.000378,revCSC,0.348974281,248.3255332,0.007971689,0.004813433,,0.353473721,,,
WT,1277,-0.014434025,-0.007891405,CSC,0.338042503,258.6659283,0.008735248,0.005480045,,0.341953091,,,
WT,1278,0.001957286,0.010439043,TA 2,0.28071078,227.7227682,0.01615957,0.00446672,Y,0.295666624,,,
WT,1279,0.001957286,0.010439043,TA 2,0.28071078,227.7227682,0.01615957,0.00446672,Y,0.295666624,,,
WT,1280,0.024487279,0.034550272,Goblet / DCS,0.244543009,205.206332,0.022354282,0.0136771,Y,0.261139896,,,
WT,1281,-0.002556318,-0.00053,revCSC,0.348974281,248.3255332,0.007017094,0.004813433,,0.352113748,,,
WT,1282,0.035475848,0.004492461,Late Enterocyte,0.234857537,167.310714,0.013541543,0.009002585,,0.239989134,,,
WT,1283,0.01650741,-0.010246572,Early Enterocyte,0.268803969,218.0722803,0.008715188,0.006641666,,0.271241884,,,
WT,1284,0.00069,-0.009186777,TA 1,0.301248963,241.106147,0.006178648,0.004755062,,0.303363459,,,
WT,1285,0.022632842,0.008539985,Goblet / DCS,0.244543009,205.206332,0.018481318,0.0136771,,0.24745792,,,
WT,1286,0.003431489,-0.001002518,revCSC,0.348974281,248.3255332,0.009769876,0.004813433,,0.356035526,,,
WT,1287,-0.007794218,-0.006726085,TA 1,0.301248963,241.106147,0.005966336,0.004755062,,0.303048105,,,
WT,1288,0.008453695,0.012329751,ER Stress,0.277051733,137.3284961,0.008391212,0.005853808,,0.282426726,,,
WT,1289,0.027730857,-0.00206929,Late Enterocyte,0.234857537,167.310714,0.009455351,0.009002585,,0.23536942,,,
WT,1290,0.015331516,-0.007094483,Late Enterocyte,0.234857537,167.310714,0.014085248,0.009002585,,0.24060383,,,
WT,1291,0.002999071,-0.009044183,Early Enterocyte,0.268803969,218.0722803,0.00956485,0.006641666,Y,0.284421664,,,
WT,1292,0.033513562,0.003958378,Late Enterocyte,0.234857537,167.310714,0.012213062,0.009002585,,0.238487197,,,
WT,1293,4.37E-05,-0.006684979,TA 1,0.301248963,241.106147,0.005255702,0.004755062,,0.30199258,,,
WT,1294,0.011564414,-0.011472333,Early Enterocyte,0.268803969,218.0722803,0.006875341,0.006641666,,0.26907871,,,
WT,1295,0.007777209,-0.009954092,Late Enterocyte,0.234857537,167.310714,0.022182487,0.009002585,Y,0.255213593,,,
WT,1296,0.001030345,-0.009998432,TA 1,0.301248963,241.106147,0.006823931,0.004755062,,0.304321916,,,
WT,1297,0.007206345,-0.009555735,TA 1,0.301248963,241.106147,0.011587045,0.004755062,,0.311396714,,,
WT,1298,0.031593954,0.000467,Late Enterocyte,0.234857537,167.310714,0.009739398,0.009002585,,0.235690554,,,
WT,1299,0.04230537,0.024997369,Late Enterocyte,0.234857537,167.310714,0.031074594,0.009002585,Y,0.255213593,,,
WT,1300,0.041587218,0.037585398,Late Enterocyte,0.234857537,167.310714,0.043565635,0.009002585,,0.27393339,,,
WT,1301,0.030637595,-0.000234,Late Enterocyte,0.234857537,167.310714,0.009354192,0.009002585,,0.235255052,,,
WT,1302,0.008532282,-0.009768978,Late Enterocyte,0.234857537,167.310714,0.021444502,0.009002585,Y,0.255213593,,,
WT,1303,-0.007379198,-0.007596933,CSC,0.338042503,258.6659283,0.006041656,0.005480045,Y,0.35120924,,,
WT,1304,-0.003841183,-0.010606149,CSC,0.338042503,258.6659283,0.005931736,0.005480045,,0.338585135,,,
WT,1305,-0.006765645,-0.006200867,TA 1,0.301248963,241.106147,0.005432421,0.004755062,,0.302255066,,,
WT,1306,0.003998563,-0.010028986,TA 1,0.301248963,241.106147,0.008940551,0.004755062,,0.307465796,,,
WT,1307,0.032841396,0.000635,Late Enterocyte,0.234857537,167.310714,0.010420956,0.009002585,,0.2364611,,,
WT,1308,0.018181178,-0.006349479,Late Enterocyte,0.234857537,167.310714,0.011373658,0.009002585,,0.237538194,,,
WT,1309,-0.017458603,-0.003627104,proCSC,0.389112168,235.940056,0.011948916,0.005289637,,0.398198467,,,
WT,1310,0.022039007,-0.00621498,Late Enterocyte,0.234857537,167.310714,0.01068834,0.009002585,,0.236763396,,,
WT,1311,0.012352697,-0.011235671,Early Enterocyte,0.268803969,218.0722803,0.006913972,0.006641666,,0.26912413,,,
WT,1312,0.01101901,-0.008032136,Late Enterocyte,0.234857537,167.310714,0.018465371,0.009002585,,0.245555853,,,
WT,1313,0.030612492,-0.002083644,Late Enterocyte,0.234857537,167.310714,0.009504431,0.009002585,,0.235424908,,,
WT,1314,0.033693542,0.006036363,Late Enterocyte,0.234857537,167.310714,0.013351661,0.009002585,,0.23977446,,,
WT,1315,0.032288723,0.000286,Late Enterocyte,0.234857537,167.310714,0.010014742,0.009002585,,0.236001848,,,
WT,1316,0.003121939,-0.007699323,Early Enterocyte,0.268803969,218.0722803,0.009897452,0.006641666,,0.272631915,,,
WT,1317,0.01966859,-0.005611243,Late Enterocyte,0.234857537,167.310714,0.010684218,0.009002585,,0.236758737,,,
WT,1318,0.041462962,0.036979908,Late Enterocyte,0.234857537,167.310714,0.042959423,0.009002585,Y,0.255213593,,,
WT,1319,-0.000346,-0.010013636,TA 1,0.301248963,241.106147,0.00624286,0.004755062,,0.303458834,,,
WT,1320,0.025101264,0.036260365,Goblet / DCS,0.244543009,205.206332,0.024173766,0.0136771,Y,0.261139896,,,
WT,1321,-0.021385427,0.004013625,proCSC,0.389112168,235.940056,0.007086866,0.005289637,,0.391564409,,,
WT,1322,-0.023518493,0.00226282,proCSC,0.389112168,235.940056,0.006802953,0.005289637,,0.391177022,,,
WT,1323,-0.004657279,-0.009401584,TA 1,0.301248963,241.106147,0.005999716,0.004755062,,0.303097686,,,
WT,1324,0.041936441,0.033131993,Late Enterocyte,0.234857537,167.310714,0.039086812,0.009002585,,0.26886978,,,
WT,1325,-0.000237,-0.005053908,TA 1,0.301248963,241.106147,0.005687625,0.004755062,,0.302634128,,,
WT,1326,0.025205143,0.025656215,Goblet / DCS,0.244543009,205.206332,0.014258044,0.0136771,Y,0.261139896,,,
WT,1327,0.002019032,0.003152587,ER Stress,0.277051733,137.3284961,0.011331681,0.005853808,Y,0.301852021,,,
WT,1328,-0.007227881,-0.005748338,TA 1,0.301248963,241.106147,0.005649747,0.004755062,,0.302577866,,,
WT,1329,-0.001421974,-0.001762108,TA 1,0.301248963,241.106147,0.007287711,0.004755062,,0.305010783,,,
WT,1330,0.023084618,-0.004258879,Late Enterocyte,0.234857537,167.310714,0.01031401,0.009002585,,0.236340191,,,
WT,1331,-0.004797083,0.00950384,revCSC,0.348974281,248.3255332,0.006066061,0.004813433,Y,0.362689287,,,
WT,1332,-0.024187492,0.010075277,proCSC,0.389112168,235.940056,0.005973816,0.005289637,Y,0.403547132,,,
WT,1333,-0.011496244,-0.003316929,TA 1,0.301248963,241.106147,0.009202992,0.004755062,,0.307855608,,,
WT,1334,0.034013934,0.000452,Late Enterocyte,0.234857537,167.310714,0.011300755,0.009002585,,0.237455772,,,
WT,1335,0.037340862,0.010023943,Early Enterocyte,0.268803969,218.0722803,0.036308944,0.006641666,Y,0.284421664,,,
WT,1336,0.039294419,0.012352209,Late Enterocyte,0.234857537,167.310714,0.020058148,0.009002585,,0.247356594,,,
WT,1337,-0.009492561,-0.006892664,TA 1,0.301248963,241.106147,0.007027944,0.004755062,,0.304624944,,,
WT,1338,-0.000655,-0.010899673,TA 1,0.301248963,241.106147,0.006743345,0.004755062,,0.30420222,,,
WT,1339,-0.007550586,-0.001537928,TA 1,0.301248963,241.106147,0.007150251,0.004755062,,0.304806611,,,
WT,1340,-0.004943042,-0.004718412,TA 1,0.301248963,241.106147,0.005091735,0.004755062,,0.301749034,,,
WT,1341,-0.005666727,-0.007155179,TA 1,0.301248963,241.106147,0.005206152,0.004755062,,0.301918982,,,
WT,1342,0.01812034,-0.010291033,Early Enterocyte,0.268803969,218.0722803,0.009833714,0.006641666,,0.272556976,,,
WT,1343,-0.008765837,0.005043557,revCSC,0.348974281,248.3255332,0.006937833,0.004813433,,0.352000828,,,
WT,1344,0.03978882,0.015336929,Late Enterocyte,0.234857537,167.310714,0.021883188,0.009002585,,0.249419925,,,
WT,1345,0.013627401,-0.012808335,Early Enterocyte,0.268803969,218.0722803,0.007715329,0.006641666,,0.270066314,,,
WT,1346,0.001928322,-0.014681994,CSC,0.338042503,258.6659283,0.009528097,0.005480045,,0.342905568,,,
WT,1347,-0.007576148,-0.006453809,TA 1,0.301248963,241.106147,0.005837022,0.004755062,,0.302856031,,,
WT,1348,0.037632321,0.006998509,Late Enterocyte,0.234857537,167.310714,0.015925985,0.009002585,,0.242684906,,,
WT,1349,0.016752879,-0.00781767,Late Enterocyte,0.234857537,167.310714,0.013127109,0.009002585,,0.239520589,,,
WT,1350,0.039205555,0.012355002,Early Enterocyte,0.268803969,218.0722803,0.006641666,0.006641666,,0.268803969,,,
WT,1351,-0.000623,-0.007730506,TA 1,0.301248963,241.106147,0.005179573,0.004755062,,0.301879503,,,
WT,1352,0.033930187,0.004324655,Late Enterocyte,0.234857537,167.310714,0.012629007,0.009002585,,0.238957451,,,
WT,1353,0.008364785,-0.010331118,Early Enterocyte,0.268803969,218.0722803,0.006942532,0.006641666,,0.269157709,,,
WT,1354,0.019779424,-0.006042374,Late Enterocyte,0.234857537,167.310714,0.010722014,0.009002585,,0.236801467,,,
WT,1355,0.041913656,0.031715076,Late Enterocyte,0.234857537,167.310714,0.037671409,0.009002585,,0.267269571,,,
WT,1356,-0.014059615,-0.002162685,TA 1,0.301248963,241.106147,0.011888109,0.004755062,Y,0.315374635,,,
WT,1357,0.035323685,0.002203333,Late Enterocyte,0.234857537,167.310714,0.012611152,0.009002585,Y,0.255213593,,,
WT,1358,-0.010681905,-0.006145735,TA 1,0.301248963,241.106147,0.008041171,0.004755062,,0.30612992,,,
WT,1359,0.03214606,-0.000957,Late Enterocyte,0.234857537,167.310714,0.009879523,0.009002585,,0.235848975,,,
WT,1360,-0.005523369,-0.002128049,TA 1,0.301248963,241.106147,0.0064202,0.004755062,,0.303722243,,,
WT,1361,-0.007305841,-0.001278916,TA 1,0.301248963,241.106147,0.0072658,0.004755062,,0.304978238,,,
WT,1362,0.025906046,-0.00260017,Late Enterocyte,0.234857537,167.310714,0.009839301,0.009002585,,0.235803501,,,
WT,1363,-0.028690856,0.009428751,proCSC,0.389112168,235.940056,0.00605224,0.005289637,,0.390152706,,,
WT,1364,-0.003279158,-0.0026877,TA 1,0.301248963,241.106147,0.006098994,0.004755062,,0.303245147,,,
WT,1365,-0.006681187,-0.006052669,TA 1,0.301248963,241.106147,0.005402952,0.004755062,,0.302211295,,,
WT,1366,0.023868887,0.016112891,Goblet / DCS,0.244543009,205.206332,0.017351583,0.0136771,Y,0.261139896,,,
WT,1367,0.017214831,-0.005991118,Late Enterocyte,0.234857537,167.310714,0.011962303,0.009002585,,0.238203697,,,
