CellType,Background,geneID,expT,meanT,logR,pval,fdr,auc,covModelPval,covModelFDR
cE03 (Stem/TA-like prolif),Top_Epi,BIRC5,0.589311518,0.70770559,3.448177222,0,0,0.765585282,0,0
cE03 (Stem/TA-like prolif),Top_Epi,HSP90AA1,0.960285275,3.649334988,0.639873254,0,0,0.763632188,0,0
cE03 (Stem/TA-like prolif),Top_Epi,SNRPD1,0.856360416,1.695148825,1.181175811,0,0,0.762286379,0,0
cE03 (Stem/TA-like prolif),Top_Epi,PA2G4,0.837295483,1.610038692,1.205891956,0,0,0.762024271,0,0
cE03 (Stem/TA-like prolif),Top_Epi,DEK,0.850533725,1.759215576,1.104716433,0,0,0.761205179,0,0
cE03 (Stem/TA-like prolif),Top_Epi,LSM5,0.854845476,1.709457904,1.060076937,0,0,0.755605357,0,0
cE03 (Stem/TA-like prolif),Top_Epi,CDKN3,0.574348576,0.681838103,3.221691146,0,0,0.752778007,0,0
cE03 (Stem/TA-like prolif),Top_Epi,MAD2L1,0.585745583,0.637332637,2.979520634,0,0,0.751794493,0,0
cE03 (Stem/TA-like prolif),Top_Epi,NCL,0.870624155,1.935844978,1.072231024,0,0,0.751632262,0,0
cE03 (Stem/TA-like prolif),Top_Epi,HNRNPA2B1,0.932759987,2.608037105,0.642803079,0,0,0.75126946,0,0
cE03 (Stem/TA-like prolif),Top_Epi,TOP2A,0.558313523,0.783590261,3.489411298,0,0,0.750159257,0,0
cE03 (Stem/TA-like prolif),Top_Epi,SNRPB,0.857385913,1.810579576,1.015595905,0,0,0.749774324,0,0
cE03 (Stem/TA-like prolif),Top_Epi,DTYMK,0.638605323,0.678606957,2.260298235,0,0,0.749192117,0,0
cE03 (Stem/TA-like prolif),Top_Epi,NME1,0.801100079,1.44434183,1.31081761,0,0,0.748877321,0,0
cE03 (Stem/TA-like prolif),Top_Epi,CKS1B,0.71316366,1.070782862,1.776055304,0,0,0.747867996,0,0
cE03 (Stem/TA-like prolif),Top_Epi,PPIA,0.971938657,3.495480645,0.522231818,0,0,0.747643271,0,0
cE03 (Stem/TA-like prolif),Top_Epi,H2AFV,0.832983732,1.534712782,1.062082823,0,0,0.747238878,0,0
cE03 (Stem/TA-like prolif),Top_Epi,UBE2C,0.561995991,0.932815681,3.262051439,0,0,0.746570957,0,0
cE03 (Stem/TA-like prolif),Top_Epi,ANP32B,0.85020743,1.700916957,0.987243065,0,0,0.7437623,0,0
cE03 (Stem/TA-like prolif),Top_Epi,HSP90AB1,0.937025125,3.022541919,0.704464963,0,0,0.74193958,0,0
cE03 (Stem/TA-like prolif),Top_Epi,ENO1,0.920943458,2.512865481,0.796123047,0,0,0.741851974,0,0
cE03 (Stem/TA-like prolif),Top_Epi,TK1,0.564466508,0.591656393,2.918837267,0,0,0.741599375,0,0
cE03 (Stem/TA-like prolif),Top_Epi,NASP,0.703747728,0.882611682,1.673402198,0,0,0.740220501,0,0
cE03 (Stem/TA-like prolif),Top_Epi,RPA3,0.754906074,1.114922645,1.405333288,0,0,0.739693557,0,0
cE03 (Stem/TA-like prolif),Top_Epi,MCM7,0.647438587,0.755930322,2.005858463,0,0,0.739605414,0,0
cE03 (Stem/TA-like prolif),Top_Epi,ZWINT,0.569757144,0.543806509,2.687855293,0,0,0.738587732,0,0
cE03 (Stem/TA-like prolif),Top_Epi,SET,0.87102037,1.993404373,0.89566936,0,0,0.737950146,0,0
cE03 (Stem/TA-like prolif),Top_Epi,SMC4,0.633594369,0.709835151,2.075158701,0,0,0.736472871,0,0
cE03 (Stem/TA-like prolif),Top_Epi,UBE2T,0.565958141,0.591838361,2.731879854,0,0,0.735638387,0,0
cE03 (Stem/TA-like prolif),Top_Epi,HNRNPA3,0.879154431,1.866438391,0.845137184,0,0,0.735343693,0,0
cE03 (Stem/TA-like prolif),Top_Epi,PTGES3,0.896401436,2.139732258,0.772850416,0,0,0.734216157,0,0
cE03 (Stem/TA-like prolif),Top_Epi,NPM1,0.937910782,3.009384904,0.73330807,0,0,0.733401242,0,0
cE03 (Stem/TA-like prolif),Top_Epi,PCNA,0.677247937,0.946273482,1.826767216,0,0,0.7331938,0,0
cE03 (Stem/TA-like prolif),Top_Epi,CENPF,0.528201184,0.669603776,3.268510623,0,0,0.732761582,0,0
cE03 (Stem/TA-like prolif),Top_Epi,HMGA1,0.862396868,1.894022254,0.942084094,0,0,0.731864143,0,0
cE03 (Stem/TA-like prolif),Top_Epi,GGCT,0.766512842,1.165986421,1.256564042,0,0,0.731202375,0,0
cE03 (Stem/TA-like prolif),Top_Epi,CBX3,0.822495688,1.528750469,1.039001276,0,0,0.730268401,0,0
cE03 (Stem/TA-like prolif),Top_Epi,CDC20,0.507038643,0.59966661,3.662568018,0,0,0.73020647,0,0
cE03 (Stem/TA-like prolif),Top_Epi,HMGB3,0.697221834,0.832836557,1.583153682,0,0,0.729368531,0,0
cE03 (Stem/TA-like prolif),Top_Epi,TRMT112,0.822216007,1.51335287,1.049917132,0,0,0.728390446,0,0
cE03 (Stem/TA-like prolif),Top_Epi,SIVA1,0.786789726,1.271032486,1.15498257,0,0,0.727625047,0,0
cE03 (Stem/TA-like prolif),Top_Epi,SRSF3,0.877942479,1.840758133,0.820266399,0,0,0.727107455,0,0
cE03 (Stem/TA-like prolif),Top_Epi,SNRPE,0.861045075,1.828730984,0.904358661,0,0,0.727026785,0,0
cE03 (Stem/TA-like prolif),Top_Epi,CCNB1,0.513401389,0.669607414,3.430616343,0,0,0.727023978,0,0
cE03 (Stem/TA-like prolif),Top_Epi,HMGN1,0.91502354,2.302320885,0.675883889,0,0,0.726568098,0,0
cE03 (Stem/TA-like prolif),Top_Epi,RRM2,0.506619121,0.575964297,3.313339905,0,0,0.725530432,0,0
cE03 (Stem/TA-like prolif),Top_Epi,DNMT1,0.589940801,0.576039459,2.169913382,0,0,0.725492118,0,0
cE03 (Stem/TA-like prolif),Top_Epi,NUDT1,0.62350254,0.602430975,1.844916019,0,0,0.724430195,0,0
cE03 (Stem/TA-like prolif),Top_Epi,CACYBP,0.751270219,1.141632812,1.256009246,0,0,0.724364904,0,0
cE03 (Stem/TA-like prolif),Top_Epi,NAP1L1,0.845476157,1.745342659,0.979823882,0,0,0.72342976,0,0
cE03 (Stem/TA-like prolif),Top_Epi,GSTP1,0.963268541,3.437351944,0.550818806,0,0,0.723113066,0,0
cE03 (Stem/TA-like prolif),Top_Epi,CCDC34,0.63228919,0.63626991,1.794841196,0,0,0.722573957,0,0
cE03 (Stem/TA-like prolif),Top_Epi,TPX2,0.496667133,0.526306543,3.508418419,0,0,0.722072058,0,0
cE03 (Stem/TA-like prolif),Top_Epi,LSM4,0.829534331,1.51562174,0.93532408,0,0,0.721543166,0,0
cE03 (Stem/TA-like prolif),Top_Epi,PAICS,0.692840162,0.821752752,1.463913213,0,0,0.721501809,0,0
cE03 (Stem/TA-like prolif),Top_Epi,SKA2,0.587074069,0.550960641,2.023907781,0,0,0.718739589,0,0
cE03 (Stem/TA-like prolif),Top_Epi,SERBP1,0.866335711,1.861068137,0.785470564,0,0,0.718564548,0,0
cE03 (Stem/TA-like prolif),Top_Epi,POLD2,0.700811075,0.85256731,1.384145452,0,0,0.718134886,0,0
cE03 (Stem/TA-like prolif),Top_Epi,TYMS,0.518458957,0.525170645,2.736738667,0,0,0.717452089,0,0
cE03 (Stem/TA-like prolif),Top_Epi,ERH,0.84221321,1.590258449,0.889901477,0,0,0.717170674,0,0
cE03 (Stem/TA-like prolif),Top_Epi,CCT2,0.753717429,1.138652148,1.158699782,0,0,0.71627694,0,0
cE03 (Stem/TA-like prolif),Top_Epi,YBX1,0.949074721,3.211985243,0.535969152,0,0,0.714936839,0,0
cE03 (Stem/TA-like prolif),Top_Epi,DDX39A,0.648067869,0.702536613,1.609093718,0,0,0.714864832,0,0
cE03 (Stem/TA-like prolif),Top_Epi,CCT6A,0.789400084,1.307615979,1.03692051,0,0,0.714727024,0,0
cE03 (Stem/TA-like prolif),Top_Epi,SMC2,0.533748194,0.472649647,2.485100754,0,0,0.714651612,0,0
cE03 (Stem/TA-like prolif),Top_Epi,TOMM40,0.682491959,0.791856124,1.434059063,0,0,0.714306552,0,0
cE03 (Stem/TA-like prolif),Top_Epi,HNRNPD,0.777164033,1.156944799,1.051769283,0,0,0.713642836,0,0
cE03 (Stem/TA-like prolif),Top_Epi,MRPL51,0.829534331,1.541384324,0.876599481,0,0,0.713203418,0,0
cE03 (Stem/TA-like prolif),Top_Epi,KPNA2,0.571108936,0.637647597,2.231191125,0,0,0.713060846,0,0
cE03 (Stem/TA-like prolif),Top_Epi,SSRP1,0.690835781,0.777257519,1.352409867,0,0,0.712289692,0,0
cE03 (Stem/TA-like prolif),Top_Epi,LSM3,0.821913019,1.432033106,0.897568982,0,0,0.711875692,0,0
cE03 (Stem/TA-like prolif),Top_Epi,MZT2A,0.844846875,1.61339269,0.870789627,0,0,0.711403106,0,0
cE03 (Stem/TA-like prolif),Top_Epi,CCT5,0.770008857,1.243792702,1.074572287,0,0,0.711397636,0,0
cE03 (Stem/TA-like prolif),Top_Epi,IDH2,0.757539738,1.164331612,1.166143616,0,0,0.711351912,0,0
cE03 (Stem/TA-like prolif),Top_Epi,NOP56,0.714328998,0.942281789,1.27049805,0,0,0.71068998,0,0
cE03 (Stem/TA-like prolif),Top_Epi,DDX21,0.778515825,1.288426856,1.054603568,0,0,0.709877535,0,0
cE03 (Stem/TA-like prolif),Top_Epi,PSMA7,0.89665781,2.555361555,0.669740677,0,0,0.708942952,0,0
cE03 (Stem/TA-like prolif),Top_Epi,GADD45GIP1,0.845010022,1.537741764,0.866870698,0,0,0.708851601,0,0
cE04 (Enterocyte 1),Top_Epi,SLC26A3,0.931481278,4.696920323,3.354256383,0,0,0.937401014,0,0
cE04 (Enterocyte 1),Top_Epi,CEACAM7,0.925112551,4.041731101,3.265263563,0,0,0.931108642,0,0
cE04 (Enterocyte 1),Top_Epi,GUCA2A,0.940924564,5.172770185,3.154985616,0,0,0.929029404,0,0
cE04 (Enterocyte 1),Top_Epi,SEPP1,0.929724388,3.912552931,2.653736387,0,0,0.923891944,0,0
cE04 (Enterocyte 1),Top_Epi,PLAC8,0.943559899,3.948179988,2.233662678,0,0,0.919402133,0,0
cE04 (Enterocyte 1),Top_Epi,TSPAN1,0.956846382,4.217681875,1.631422989,0,0,0.910388437,0,0
cE04 (Enterocyte 1),Top_Epi,IL32,0.951575711,3.949259926,1.595378588,0,0,0.903586134,0,0
cE04 (Enterocyte 1),Top_Epi,PHGR1,0.993850884,7.429997807,0.829589681,0,0,0.900434129,0,0
cE04 (Enterocyte 1),Top_Epi,B2M,0.997913693,6.701222272,0.644163339,0,0,0.89997423,0,0
cE04 (Enterocyte 1),Top_Epi,CA4,0.864719447,3.434067251,3.35842018,0,0,0.892211662,0,0
cE04 (Enterocyte 1),Top_Epi,AQP8,0.797738004,3.791788085,4.520015492,0,0,0.883368221,0,0
cE04 (Enterocyte 1),Top_Epi,IFI27,0.987811574,5.463141001,0.885955889,0,0,0.876428653,0,0
cE04 (Enterocyte 1),Top_Epi,CEACAM1,0.865268475,3.03947948,2.340313451,0,0,0.866226052,0,0
cE04 (Enterocyte 1),Top_Epi,FABP1,0.962885692,5.977839544,1.536848276,0,0,0.866121873,0,0
cE04 (Enterocyte 1),Top_Epi,CLCA4,0.765125727,3.295463783,4.385657764,0,0,0.865188211,0,0
cE04 (Enterocyte 1),Top_Epi,SMIM22,0.953552213,3.776511035,0.83902981,0,0,0.861809741,0,0
cE04 (Enterocyte 1),Top_Epi,GUCA2B,0.800373339,2.930179102,2.952798414,0,0,0.856658504,0,0
cE04 (Enterocyte 1),Top_Epi,CEACAM5,0.937850005,4.244679973,1.127499471,0,0,0.856602801,0,0
cE04 (Enterocyte 1),Top_Epi,CDHR5,0.857362468,2.503070616,2.167485784,0,0,0.855548486,0,0
cE04 (Enterocyte 1),Top_Epi,HLA-A,0.960360163,4.650754063,0.874390892,0,0,0.855240679,0,0
cE04 (Enterocyte 1),Top_Epi,EMP1,0.789831997,2.604293855,3.136045611,0,0,0.85319874,0,0
cE04 (Enterocyte 1),Top_Epi,HPGD,0.791149665,2.244643589,2.915961306,0,0,0.848046692,0,0
cE04 (Enterocyte 1),Top_Epi,MS4A12,0.763149226,2.429416386,3.461395548,0,0,0.847682179,0,0
cE04 (Enterocyte 1),Top_Epi,CTSD,0.891841441,2.898560345,1.323453453,0,0,0.847239684,0,0
cE04 (Enterocyte 1),Top_Epi,KRT20,0.876139234,2.966372893,1.925363108,0,0,0.846298303,0,0
cE04 (Enterocyte 1),Top_Epi,ISG15,0.880641265,3.893433135,1.996678522,0,0,0.845812985,0,0
cE04 (Enterocyte 1),Top_Epi,FXYD3,0.978917316,5.119884806,0.806207955,0,0,0.845739057,0,0
cE04 (Enterocyte 1),Top_Epi,FTH1,0.994839135,6.883990308,0.494297919,0,0,0.843789916,0,0
cE04 (Enterocyte 1),Top_Epi,PKIB,0.805314593,2.413553563,2.490932834,0,0,0.843161458,0,0
cE04 (Enterocyte 1),Top_Epi,RHOC,0.889864939,2.811902118,1.378777949,0,0,0.842355695,0,0
cE04 (Enterocyte 1),Top_Epi,HLA-B,0.961018996,4.62859597,0.829829706,0,0,0.841509293,0,0
cE04 (Enterocyte 1),Top_Epi,MUC12,0.825518832,2.670070312,2.179781038,0,0,0.837496179,0,0
cE04 (Enterocyte 1),Top_Epi,LYPD8,0.783682881,2.739194756,2.751393103,0,0,0.834835746,0,0
cE04 (Enterocyte 1),Top_Epi,SDCBP2,0.819479521,2.281531385,2.168477328,0,0,0.832353138,0,0
cE04 (Enterocyte 1),Top_Epi,C19orf33,0.923465466,3.391531647,1.086988906,0,0,0.824539555,0,0
cE04 (Enterocyte 1),Top_Epi,CLDN7,0.92588119,3.41395853,0.824354567,0,0,0.824529281,0,0
cE04 (Enterocyte 1),Top_Epi,MALL,0.809377402,2.217134181,2.087592005,0,0,0.823725599,0,0
cE04 (Enterocyte 1),Top_Epi,ITM2C,0.914351598,3.289693128,1.099624601,0,0,0.820911255,0,0
cE04 (Enterocyte 1),Top_Epi,MISP,0.84319754,2.429523187,1.462205146,0,0,0.817209228,0,0
cE04 (Enterocyte 1),Top_Epi,UGP2,0.815636324,2.312168067,1.714995368,0,0,0.811614004,0,0
cE04 (Enterocyte 1),Top_Epi,GPA33,0.816514769,2.274609188,1.726796628,0,0,0.809420442,0,0
cE04 (Enterocyte 1),Top_Epi,ANPEP,0.698473702,2.130010152,3.130790508,0,0,0.805983286,0,0
cE04 (Enterocyte 1),Top_Epi,MT-CO1,0.991764577,9.23318737,0.230391981,0,0,0.805352643,0,0
cE04 (Enterocyte 1),Top_Epi,PRAP1,0.725925113,2.018131911,2.658909588,0,0,0.80295535,0,0
cE04 (Enterocyte 1),Top_Epi,PRSS3,0.870868563,2.647601139,1.16714085,0,0,0.801341058,0,0
cE04 (Enterocyte 1),Top_Epi,RP11-48O20.4,0.751619633,1.883141953,2.216220122,0,0,0.798129132,0,0
cE04 (Enterocyte 1),Top_Epi,TMEM54,0.894806193,3.048926441,0.972202593,0,0,0.796457013,0,0
cE04 (Enterocyte 1),Top_Epi,PRR13,0.879982431,2.756874977,0.903543733,0,0,0.796309477,0,0
cE04 (Enterocyte 1),Top_Epi,EPCAM,0.964422971,4.429353606,0.475404003,0,0,0.794527357,0,0
cE04 (Enterocyte 1),Top_Epi,SMPDL3A,0.697265839,1.58345627,2.737375865,0,0,0.79123993,0,0
cE04 (Enterocyte 1),Top_Epi,VAMP8,0.859778193,2.535442938,0.994617762,0,0,0.791203319,0,0
cE04 (Enterocyte 1),Top_Epi,CA2,0.807620512,2.67360434,1.757191017,0,0,0.78753841,0,0
cE04 (Enterocyte 1),Top_Epi,SPATS2L,0.817283408,2.252682131,1.413858428,0,0,0.786402271,0,0
cE04 (Enterocyte 1),Top_Epi,ATP1B3,0.796530142,2.23868747,1.342932945,0,0,0.783249916,0,0
cE04 (Enterocyte 1),Top_Epi,C15orf48,0.958603272,4.181514356,0.830144106,0,0,0.782875346,0,0
cE04 (Enterocyte 1),Top_Epi,MUC13,0.826616888,2.682989156,1.318429929,0,0,0.782645811,0,0
cE04 (Enterocyte 1),Top_Epi,MYL6,0.967826946,4.136460256,0.415520207,0,0,0.781424972,0,0
cE04 (Enterocyte 1),Top_Epi,TRIM31,0.716701438,1.855167658,2.279252513,0,0,0.781130317,0,0
cE04 (Enterocyte 1),Top_Epi,MYL12B,0.920500714,3.255715184,0.673816258,0,0,0.780250451,0,0
cE04 (Enterocyte 1),Top_Epi,GCNT3,0.704073789,1.692251564,2.281688475,0,0,0.779135979,0,0
cE04 (Enterocyte 1),Top_Epi,SRI,0.8832766,3.021735252,0.879199217,0,0,0.778683104,0,0
cE04 (Enterocyte 1),Top_Epi,MXD1,0.717689689,1.775734404,2.178064948,0,0,0.776372808,0,0
cE04 (Enterocyte 1),Top_Epi,MT-RNR2,0.983089931,8.281565547,0.299977454,0,0,0.775766032,0,0
cE04 (Enterocyte 1),Top_Epi,HLA-C,0.922806632,3.506883749,0.758488925,0,0,0.775697621,0,0
cE04 (Enterocyte 1),Top_Epi,TMPRSS2,0.735807621,1.924901617,1.906122233,0,0,0.773914161,0,0
cE04 (Enterocyte 1),Top_Epi,PIGR,0.951026683,5.013185255,0.859627887,0,0,0.773577662,0,0
cE04 (Enterocyte 1),Top_Epi,SGK1,0.669375206,1.6781213,2.621718553,0,0,0.77290107,0,0
cE04 (Enterocyte 1),Top_Epi,TMIGD1,0.572197211,1.209026785,4.33676825,0,0,0.771004437,0,0
cE04 (Enterocyte 1),Top_Epi,DHRS9,0.624684309,1.42163885,2.944544662,0,0,0.769170823,0,0
cE04 (Enterocyte 1),Top_Epi,AOC1,0.767102229,1.938990231,1.618445463,0,0,0.769059365,0,0
cE04 (Enterocyte 1),Top_Epi,SERINC2,0.788733941,2.036358234,1.302472669,0,0,0.765470608,0,0
cE04 (Enterocyte 1),Top_Epi,PRDX6,0.811024487,2.749328621,1.145992611,0,0,0.763252939,0,0
cE04 (Enterocyte 1),Top_Epi,CLDN4,0.911057428,3.348319272,0.684421179,0,0,0.759622322,0,0
cE04 (Enterocyte 1),Top_Epi,MEP1A,0.650488635,1.406496389,2.413941773,0,0,0.758905647,0,0
cE04 (Enterocyte 1),Top_Epi,HHLA2,0.599099594,1.166191962,3.066845061,0,0,0.756199137,0,0
cE04 (Enterocyte 1),Top_Epi,CLDN3,0.917096739,3.459040276,0.637439187,0,0,0.755835473,0,0
cE04 (Enterocyte 1),Top_Epi,CLTB,0.822444274,2.282907409,1.018244478,0,0,0.755071422,0,0
cE04 (Enterocyte 1),Top_Epi,MYL12A,0.879213792,2.789457863,0.699993447,0,0,0.755034393,0,0
cE04 (Enterocyte 1),Top_Epi,PLS1,0.742395959,1.878139945,1.522859549,0,0,0.755033233,0,0
cE04 (Enterocyte 1),Top_Epi,TMEM37,0.583836609,1.164393811,3.291453966,0,0,0.754265157,0,0
cE04 (Enterocyte 1),Top_Epi,SLC9A3,0.608433073,1.771811246,3.194720777,0,0,0.754063274,0,0
cE04 (Enterocyte 1),Top_Epi,PRSS8,0.765674756,1.877786166,1.353874233,0,0,0.753623639,0,0
cE04 (Enterocyte 1),Top_Epi,SH3BGRL3,0.928736137,3.466723882,0.571801806,0,0,0.747227585,0,0
cE04 (Enterocyte 1),Top_Epi,HIST1H1C,0.6614692,1.537269586,2.206592619,0,0,0.747217726,0,0
cE04 (Enterocyte 1),Top_Epi,RHOF,0.621499945,1.325776307,2.516406729,0,0,0.747045182,0,0
cE04 (Enterocyte 1),Top_Epi,CDKN2B-AS1,0.579883606,1.378984281,2.869107333,0,0,0.746724016,0,0
cE04 (Enterocyte 1),Top_Epi,GPRC5A,0.754584386,2.142973526,1.376084737,0,0,0.746723209,0,0
cE04 (Enterocyte 1),Top_Epi,SLC51B,0.566487317,1.15297381,3.193698288,0,0,0.746691653,0,0
cE04 (Enterocyte 1),Top_Epi,CEACAM6,0.813330405,2.731841947,1.171563408,0,0,0.746233294,0,0
cE04 (Enterocyte 1),Top_Epi,CDA,0.606346766,1.360101865,2.659806098,0,0,0.74621887,0,0
cE04 (Enterocyte 1),Top_Epi,KRT8,0.973866257,4.786202761,0.404910748,0,0,0.746030245,0,0
cE04 (Enterocyte 1),Top_Epi,MALAT1,0.95311299,8.250289539,0.358132329,0,0,0.745242346,0,0
cE04 (Enterocyte 1),Top_Epi,PCDH24,0.580103217,1.155226725,2.947048047,0,0,0.744548006,0,0
cE04 (Enterocyte 1),Top_Epi,NEAT1,0.891072801,4.35016842,0.596339614,0,0,0.743982773,0,0
cE04 (Enterocyte 1),Top_Epi,SFN,0.768749314,2.159595695,1.285534445,0,0,0.743463862,0,0
cE04 (Enterocyte 1),Top_Epi,CLDN23,0.571648183,1.247429704,3.074184194,0,0,0.73941489,0,0
cE04 (Enterocyte 1),Top_Epi,CTSA,0.721423081,1.711519126,1.462410452,0,0,0.738910689,0,0
cE04 (Enterocyte 1),Top_Epi,ISG20,0.651476886,1.592071869,2.042366761,0,0,0.735833656,0,0
cE04 (Enterocyte 1),Top_Epi,PPP1R14D,0.663445701,1.426358744,1.749867134,0,0,0.727713356,0,0
cE04 (Enterocyte 1),Top_Epi,MT-RNR1,0.960469968,6.404531732,0.335797481,0,0,0.727209503,0,0
cE05 (Enterocyte 2),Top_Epi,FABP1,0.881475788,5.981469268,1.60842855,0,0,0.852155414,0,0
cE05 (Enterocyte 2),Top_Epi,SLC26A2,0.784934666,3.368333138,2.744787938,0,0,0.838925873,0,0
cE05 (Enterocyte 2),Top_Epi,CA2,0.795926211,3.274565953,2.239373297,0,0,0.833066021,0,0
cE05 (Enterocyte 2),Top_Epi,PHGR1,0.92820907,6.718012689,0.691861266,0,0,0.821724841,0,0
cE05 (Enterocyte 2),Top_Epi,CA1,0.696617986,2.849733304,3.603540221,0,0,0.81941287,0,0
cE05 (Enterocyte 2),Top_Epi,SELENBP1,0.810607225,2.610692631,1.924865824,0,0,0.817757688,0,0
cE05 (Enterocyte 2),Top_Epi,SLC26A3,0.75311299,2.868560886,2.503565366,0,0,0.806766399,0,0
cE05 (Enterocyte 2),Top_Epi,LGALS4,0.924980784,4.840256774,0.573138598,0,0,0.79426311,0,0
cE05 (Enterocyte 2),Top_Epi,FXYD3,0.889239047,4.666694621,0.680939093,0,0,0.777685071,0,0
cE05 (Enterocyte 2),Top_Epi,PIGR,0.881552652,4.941021683,0.865269016,0,0,0.773457776,0,0
cE05 (Enterocyte 2),Top_Epi,C15orf48,0.876325903,4.061441198,0.810261828,0,0,0.768227179,0,0
cE05 (Enterocyte 2),Top_Epi,MS4A12,0.601844735,1.620999879,2.800106218,0,0,0.75455826,0,0
cE05 (Enterocyte 2),Top_Epi,KRT19,0.88170638,4.024456484,0.671521943,0,0,0.746089576,0,0
cE05 (Enterocyte 2),Top_Epi,CKB,0.799923136,3.222354251,1.207222218,0,0,0.740620114,0,0
cE05 (Enterocyte 2),Top_Epi,CES2,0.722828593,1.917657905,1.359874662,0,0,0.73505251,0,0
cE05 (Enterocyte 2),Top_Epi,HSD11B2,0.680245965,1.574800181,1.740448792,0,0,0.734612933,0,0
cE05 (Enterocyte 2),Top_Epi,SULT1B1,0.609300538,1.189495056,2.278657108,0,0,0.733904543,0,0
cE05 (Enterocyte 2),Top_Epi,CDHR5,0.70914681,1.669887214,1.530546917,0,0,0.727939676,0,0
cE05 (Enterocyte 2),Top_Epi,LGALS3,0.889392775,4.192612116,0.414672685,0,0,0.726977439,0,0
cE05 (Enterocyte 2),Top_Epi,TMEM54,0.793850884,2.661430298,0.780839329,0,0,0.723847121,0,0
cE05 (Enterocyte 2),Top_Epi,PKIB,0.651806303,1.507215767,1.726840369,0,0,0.721980495,0,0
cE05 (Enterocyte 2),Top_Epi,ETHE1,0.761260569,2.450821033,0.865064873,0,0,0.720075592,0,0
cE05 (Enterocyte 2),Top_Epi,CEACAM7,0.607686395,1.967885455,1.968325657,0,0,0.718449981,0,0
cE05 (Enterocyte 2),Top_Epi,CDKN2B-AS1,0.52782475,1.126784474,2.646315975,0,0,0.718047956,0,0
cE05 (Enterocyte 2),Top_Epi,CHP2,0.570561107,1.055562005,2.211272709,0,0,0.717166215,0,0
cE05 (Enterocyte 2),Top_Epi,MT-CO1,0.98462721,8.719843601,0.146265262,0,0,0.715392115,0,0
cE05 (Enterocyte 2),Top_Epi,MALL,0.664104535,1.613458564,1.607252407,0,0,0.714918588,0,0
cE05 (Enterocyte 2),Top_Epi,PLAC8,0.723136049,2.21457458,1.288809024,0,0,0.709254275,0,0
cE05 (Enterocyte 2),Top_Epi,KRT20,0.696541122,2.059427868,1.360616058,0,0,0.708858352,0,0
cE05 (Enterocyte 2),Top_Epi,SLC51B,0.501460415,0.857432142,2.778488076,0,0,0.708652262,0,0
cE05 (Enterocyte 2),Top_Epi,C10orf99,0.70368947,1.796249125,1.222489987,0,0,0.70720625,0,0
cE05 (Enterocyte 2),Top_Epi,KRT8,0.92782475,4.50285215,0.31913927,0,0,0.706093276,0,0
cE05 (Enterocyte 2),Top_Epi,AKR1B10,0.511299001,0.852540055,2.619248555,0,0,0.705656238,0,0
cE05 (Enterocyte 2),Top_Epi,SLC4A4,0.533897002,0.908928562,2.28889158,0,0,0.704967972,0,0
cE05 (Enterocyte 2),Top_Epi,MT-CO3,0.982628747,8.472083298,0.133276808,0,0,0.704762852,0,0
cE05 (Enterocyte 2),Top_Epi,MT2A,0.784166026,3.543907016,0.953168352,0,0,0.702682106,0,0
cE05 (Enterocyte 2),Top_Epi,METTL7A,0.539046887,0.912244802,2.276110085,0,0,0.702494748,0,0
cE05 (Enterocyte 2),Top_Epi,AMN,0.723212913,1.714646585,1.104936939,0,0,0.700087543,0,0
cE05 (Enterocyte 2),Top_Epi,ATP1A1,0.768332052,2.229768736,0.685321021,0,0,0.69475033,0,0
cE05 (Enterocyte 2),Top_Epi,TSPAN1,0.788931591,2.55736781,0.840170941,0,0,0.692621624,0,0
cE05 (Enterocyte 2),Top_Epi,UGT2B17,0.544888547,1.637591494,1.934808234,0,0,0.692222717,0,0
cE05 (Enterocyte 2),Top_Epi,MT1E,0.776787087,3.134249426,0.868333406,0,0,0.690430621,0,0
cE05 (Enterocyte 2),Top_Epi,ITM2C,0.778093774,2.578278523,0.733618323,0,0,0.690037448,0,0
cE05 (Enterocyte 2),Top_Epi,UQCRQ,0.828362798,3.219232832,0.322329238,0,0,0.690009399,0,0
cE05 (Enterocyte 2),Top_Epi,MT1M,0.561798616,1.768540933,1.826243821,0,0,0.689562881,0,0
cE05 (Enterocyte 2),Top_Epi,CHCHD10,0.798539585,2.594179689,0.573205943,0,0,0.688668602,0,0
cE05 (Enterocyte 2),Top_Epi,SRI,0.787240584,2.539899883,0.623599349,0,0,0.688606244,0,0
cE05 (Enterocyte 2),Top_Epi,GPT,0.485165257,0.742218936,2.42987982,0,0,0.687243221,0,0
cE05 (Enterocyte 2),Top_Epi,DHRS11,0.589392775,1.063425214,1.67436209,0,0,0.686992491,0,0
cE05 (Enterocyte 2),Top_Epi,CDH17,0.732205995,1.864792626,0.797303923,0,0,0.685664974,0,0
cE05 (Enterocyte 2),Top_Epi,UGP2,0.69085319,1.594075464,1.138665104,0,0,0.685126084,0,0
cE05 (Enterocyte 2),Top_Epi,ABCC3,0.669023828,1.342174193,1.227671946,0,0,0.68359093,0,0
cE05 (Enterocyte 2),Top_Epi,MT1G,0.722751729,3.319742496,1.060009219,0,0,0.683042126,0,0
cE05 (Enterocyte 2),Top_Epi,TDP2,0.68055342,1.514306397,1.159348347,0,0,0.682158045,0,0
cE05 (Enterocyte 2),Top_Epi,HMGCS2,0.603843198,1.386042554,1.402561446,0,0,0.681167238,0,0
