Supplementary Table 7. Gene signatures used in this study,,,,,,,,,
MOXD1,ACVR1,,,,,,,,
NID2,WWTR1,,,,,,,,
GNG11,PLXNC1,,,,,,,,
PPIC,CCDC102B,,,,,,,,
ZSCAN18,EVC,,,,,,,,
DAB2,KIF3C,,,,,,,,
MXRA7,FOLR2,,,,,,,,
TCF25,RCN3,,,,,,,,
ACVR1,ARHGAP24,,,,,,,,
WWTR1,PIAS3,,,,,,,,
PLXNC1,PLEKHG2,,,,,,,,
CCDC102B,ENTPD1,,,,,,,,
EVC,DPT,,,,,,,,
KIF3C,ANGPT2,,,,,,,,
FOLR2,CLEC2B,,,,,,,,
RCN3,TCEAL3,,,,,,,,
ARHGAP24,DNAJB2,,,,,,,,
PIAS3,THSD7B,,,,,,,,
PLEKHG2,KAL1,,,,,,,,
ENTPD1,DDA1,,,,,,,,
DPT,SLC12A6,,,,,,,,
ANGPT2,CLU,,,,,,,,
CLEC2B,VAMP3,,,,,,,,
TCEAL3,ATG14,,,,,,,,
DNAJB2,MYL9,,,,,,,,
THSD7B,PRICKLE1,,,,,,,,
KAL1,CSGALNACT2,,,,,,,,
DDA1,SYDE1,,,,,,,,
SLC12A6,EHD2,,,,,,,,
CLU,ZNF521,,,,,,,,
VAMP3,LRP1,,,,,,,,
ATG14,LGI1,,,,,,,,
MYL9,SLITRK4,,,,,,,,
PRICKLE1,SEPP1,,,,,,,,
CSGALNACT2,ZMIZ1,,,,,,,,
SYDE1,SMIM3,,,,,,,,
EHD2,PLBD2,,,,,,,,
ZNF521,CCDC3,,,,,,,,
LRP1,CLTB,,,,,,,,
LGI1,CMTM3,,,,,,,,
SLITRK4,PRDM1,,,,,,,,
SEPP1,EID1,,,,,,,,
ZMIZ1,CDKN1C,,,,,,,,
SMIM3,ABCA6,,,,,,,,
PLBD2,LYPD3,,,,,,,,
CCDC3,NOTCH2,,,,,,,,
CLTB,SULF2,,,,,,,,
CMTM3,GXYLT2,,,,,,,,
PRDM1,FBXL7,,,,,,,,
EID1,WLS,,,,,,,,
CDKN1C,CRYAB,,,,,,,,
ABCA6,KLHDC8A,,,,,,,,
LYPD3,PKD2,,,,,,,,
NOTCH2,PAM,,,,,,,,
SULF2,BAI3,,,,,,,,
GXYLT2,PPAPDC1A,,,,,,,,
FBXL7,MSC,,,,,,,,
WLS,PRR24,,,,,,,,
CRYAB,DACT3,,,,,,,,
KLHDC8A,PCBP4,,,,,,,,
PKD2,NLGN2,,,,,,,,
PAM,ASAP1,,,,,,,,
BAI3,ADAMTS12,,,,,,,,
PPAPDC1A,AKR1B1,,,,,,,,
MSC,MAB21L2,,,,,,,,
PRR24,CHPF,,,,,,,,
DACT3,RENBP,,,,,,,,
PCBP4,G0S2,,,,,,,,
NLGN2,TSPYL4,,,,,,,,
ASAP1,AMOTL1,,,,,,,,
ADAMTS12,IGFBP4,,,,,,,,
AKR1B1,RGL1,,,,,,,,
MAB21L2,ITPRIP,,,,,,,,
CHPF,CSRP2,,,,,,,,
RENBP,ANK2,,,,,,,,
G0S2,SHISA4,,,,,,,,
TSPYL4,MPPE1,,,,,,,,
RHOD,LINC00839,,,,,,,,
AMOTL1,LRRTM1,,,,,,,,
IGFBP4,GPR68,,,,,,,,
RGL1,38231,,,,,,,,
ITPRIP,NEXN,,,,,,,,
CSRP2,CXCL12,,,,,,,,
ANK2,FAM218A,,,,,,,,
SHISA4,FBLIM1,,,,,,,,
MPPE1,ANXA6,,,,,,,,
LINC00839,GALNT10,,,,,,,,
LRRTM1,SPATS2L,,,,,,,,
GPR68,KLK13,,,,,,,,
Sep-04,BACE1,,,,,,,,
NEXN,MAP1A,,,,,,,,
CXCL12,GPSM1,,,,,,,,
FAM218A,PTGER3,,,,,,,,
FBLIM1,RCAN2,,,,,,,,
ANXA6,GPR4,,,,,,,,
GALNT10,SMARCD3,,,,,,,,
SPATS2L,ARHGEF3,,,,,,,,
KLK13,CNKSR2,,,,,,,,
BACE1,ZFYVE19,,,,,,,,
MAP1A,LTBP2,,,,,,,,
GPSM1,LMCD1,,,,,,,,
PTGER3,MDFI,,,,,,,,
RCAN2,WDR13,,,,,,,,
GPR4,SPON1,,,,,,,,
SMARCD3,PEA15,,,,,,,,
ARHGEF3,ZNF438,,,,,,,,
CNKSR2,MYH11,,,,,,,,
ZFYVE19,MAML2,,,,,,,,
LTBP2,FLT1,,,,,,,,
,HLX,,,,,,,,
LMCD1,MAFF,,,,,,,,
MDFI,PRKCDBP,,,,,,,,
WDR13,FYN,,,,,,,,
MID1IP1,NFATC1,,,,,,,,
SPON1,TENM1,,,,,,,,
PEA15,CD109,,,,,,,,
ZNF438,BHLHE41,,,,,,,,
MYH11,CLIP4,,,,,,,,
MAML2,HDAC9,,,,,,,,
FLT1,RNF144A,,,,,,,,
HLX,SGCB,,,,,,,,
MAFF,PORCN,,,,,,,,
PRKCDBP,TRIB2,,,,,,,,
FYN,SHC1,,,,,,,,
NFATC1,PJA2,,,,,,,,
TENM1,TACC1,,,,,,,,
CD109,SKI,,,,,,,,
BHLHE41,TMEM175,,,,,,,,
CLIP4,FRY,,,,,,,,
HDAC9,ATXN1,,,,,,,,
RNF144A,MEDAG,,,,,,,,
SGCB,CNRIP1,,,,,,,,
PORCN,RELA,,,,,,,,
TRIB2,GFPT2,,,,,,,,
SHC1,PBX3,,,,,,,,
PJA2,MRAS,,,,,,,,
TACC1,UBE2R2,,,,,,,,
SKI,CD151,,,,,,,,
TMEM175,CPQ,,,,,,,,
FRY,PTPN21,,,,,,,,
ATXN1,TPST1,,,,,,,,
MEDAG,TPP1,,,,,,,,
CNRIP1,TXNDC15,,,,,,,,
DDR1,PCDHB11,,,,,,,,
RELA,PLCD1,,,,,,,,
GFPT2,PLK3,,,,,,,,
PBX3,C7orf57,,,,,,,,
MRAS,ULK3,,,,,,,,
UBE2R2,EBF1,,,,,,,,
CD151,CLSTN3,,,,,,,,
CPQ,MCC,,,,,,,,
PTPN21,MPDZ,,,,,,,,
TPST1,GADD45B,,,,,,,,
TPP1,ATP10A,,,,,,,,
TXNDC15,CMTM7,,,,,,,,
PCDHB11,YIPF1,,,,,,,,
PLCD1,GINM1,,,,,,,,
PLK3,UGCG,,,,,,,,
C7orf57,HOPX,,,,,,,,
ULK3,ADIPOR1,,,,,,,,
EBF1,DEGS1,,,,,,,,
CLSTN3,ADM,,,,,,,,
MCC,PEAK1,,,,,,,,
MPDZ,ZNF469,,,,,,,,
GADD45B,ADAM8,,,,,,,,
ATP10A,YPEL3,,,,,,,,
LAMB3,UPP1,,,,,,,,
CMTM7,EVL,,,,,,,,
YIPF1,SERPINH1,,,,,,,,
GINM1,ANKRD50,,,,,,,,
UGCG,SNAPC2,,,,,,,,
HOPX,DNAJB5,,,,,,,,
ADIPOR1,C1QTNF6,,,,,,,,
DEGS1,EGR2,,,,,,,,
ADM,NR4A3,,,,,,,,
PEAK1,METRNL,,,,,,,,
ZNF469,CEP170,,,,,,,,
ADAM8,CEBPB,,,,,,,,
YPEL3,ARPP19,,,,,,,,
UPP1,C1orf85,,,,,,,,
EVL,AHNAK2,,,,,,,,
SERPINH1,BHLHE40,,,,,,,,
ANKRD50,FAM110D,,,,,,,,
SNAPC2,MEA1,,,,,,,,
DNAJB5,WIPF1,,,,,,,,
C1QTNF6,SCD5,,,,,,,,
EGR2,ADAMTS10,,,,,,,,
NR4A3,SLC9A1,,,,,,,,
METRNL,DCBLD2,,,,,,,,
CEP170,TMEM108,,,,,,,,
CEBPB,PLEKHM3,,,,,,,,
ARPP19,SYNPO2,,,,,,,,
C1orf85,CHST11,,,,,,,,
AHNAK2,CTSB,,,,,,,,
BHLHE40,TOM1L2,,,,,,,,
FAM110D,ENPEP,,,,,,,,
MEA1,CAPG,,,,,,,,
WIPF1,TRPS1,,,,,,,,
SCD5,PRNP,,,,,,,,
ADAMTS10,EPHA3,,,,,,,,
SLC9A1,FAM110B,,,,,,,,
DCBLD2,SLFN11,,,,,,,,
TMEM108,EML1,,,,,,,,
PLEKHM3,FAM129A,,,,,,,,
SYNPO2,STAT6,,,,,,,,
CHST11,LAYN,,,,,,,,
CTSB,NPTX1,,,,,,,,
TOM1L2,HSPB8,,,,,,,,
ENPEP,BCAR3,,,,,,,,
CAPG,TMEM245,,,,,,,,
TRPS1,TGFB3,,,,,,,,
PRNP,KIF26B,,,,,,,,
EPHA3,VSTM4,,,,,,,,
FAM110B,C6orf226,,,,,,,,
SLFN11,MAGEH1,,,,,,,,
EML1,CYTH3,,,,,,,,
FAM129A,TECPR1,,,,,,,,
STAT6,SNX18,,,,,,,,
LAYN,HIVEP2,,,,,,,,
NPTX1,IGFBP6,,,,,,,,
HSPB8,C20orf194,,,,,,,,
BCAR3,CDK14,,,,,,,,
TMEM245,TGFB1I1,,,,,,,,
TGFB3,RNF217,,,,,,,,
KIF26B,MR1,,,,,,,,
VSTM4,SAT1,,,,,,,,
C6orf226,POLR3GL,,,,,,,,
MAGEH1,SPSB1,,,,,,,,
CYTH3,KIAA1467,,,,,,,,
TECPR1,LY86,,,,,,,,
FLRT1,MSRB2,,,,,,,,
SNX18,CD99L2,,,,,,,,
HIVEP2,ITM2B,,,,,,,,
IGFBP6,APOE,,,,,,,,
C20orf194,HDAC6,,,,,,,,
CDK14,MAP1B,,,,,,,,
TGFB1I1,RIN2,,,,,,,,
RNF217,FAM19A5,,,,,,,,
MR1,UACA,,,,,,,,
SAT1,TGFB2,,,,,,,,
POLR3GL,AKT1,,,,,,,,
SPSB1,RASA3,,,,,,,,
KIAA1467,FAM127A,,,,,,,,
LY86,TM2D2,,,,,,,,
MSRB2,CD276,,,,,,,,
CD99L2,FTO,,,,,,,,
ITM2B,JDP2,,,,,,,,
APOE,BRD2,,,,,,,,
HDAC6,STX4,,,,,,,,
MAP1B,STX7,,,,,,,,
RIN2,LIMS1,,,,,,,,
FAM19A5,PLOD1,,,,,,,,
UACA,RNF112,,,,,,,,
TGFB2,PIK3IP1,,,,,,,,
AKT1,CLDN11,,,,,,,,
RASA3,RXFP1,,,,,,,,
FAM127A,HEY1,,,,,,,,
TM2D2,PCDH7,,,,,,,,
CD276,PRKCH,,,,,,,,
FTO,CYB5R3,,,,,,,,
JDP2,SPP1,,,,,,,,
BRD2,RANGRF,,,,,,,,
STX4,TSPYL5,,,,,,,,
STX7,LPHN2,,,,,,,,
LIMS1,ARL4D,,,,,,,,
PLOD1,GNG2,,,,,,,,
RNF112,VASP,,,,,,,,
PIK3IP1,VAMP5,,,,,,,,
CLDN11,ANTXR2,,,,,,,,
RXFP1,MARCKS,,,,,,,,
HEY1,PABPC4L,,,,,,,,
PCDH7,INSIG2,,,,,,,,
PRKCH,KIAA2022,,,,,,,,
CYB5R3,WFDC1,,,,,,,,
SPP1,BPGM,,,,,,,,
RANGRF,MAP7D1,,,,,,,,
TSPYL5,PGR,,,,,,,,
LPHN2,DTX3,,,,,,,,
ARL4D,AAK1,,,,,,,,
GNG2,LRRC8C,,,,,,,,
VASP,TSHZ1,,,,,,,,
VAMP5,VPS9D1,,,,,,,,
ANTXR2,CSRP1,,,,,,,,
MARCKS,FAM126A,,,,,,,,
PABPC4L,FAM114A1,,,,,,,,
INSIG2,ARID5A,,,,,,,,
KIAA2022,APBB2,,,,,,,,
WFDC1,FAM171B,,,,,,,,
BPGM,CLEC14A,,,,,,,,
MAP7D1,DENND5A,,,,,,,,
PGR,AKTIP,,,,,,,,
DTX3,ATL3,,,,,,,,
AAK1,LEPR ||| LEPROT,,,,,,,,
LRRC8C,RAB9A,,,,,,,,
TSHZ1,TAF7,,,,,,,,
VPS9D1,FGD5,,,,,,,,
CSRP1,RUNX2,,,,,,,,
FAM126A,DUSP1,,,,,,,,
FAM114A1,AP1S2,,,,,,,,
ARID5A,SELPLG,,,,,,,,
APBB2,ARMC9,,,,,,,,
FAM171B,KDM6B,,,,,,,,
CLEC14A,AFAP1L2,,,,,,,,
PRSS22,RAP2B,,,,,,,,
DENND5A,KCTD7,,,,,,,,
AKTIP,ZBTB47,,,,,,,,
ATL3,SLC38A2,,,,,,,,
LEPR ||| LEPROT,CYP1B1,,,,,,,,
RAB9A,RASSF8,,,,,,,,
TAF7,FKBP10,,,,,,,,
FGD5,SGSM2,,,,,,,,
RUNX2,PRKACA,,,,,,,,
LAMC2,CFL2,,,,,,,,
DUSP1,MATK,,,,,,,,
AP1S2,STAB1,,,,,,,,
SELPLG,CBLN3,,,,,,,,
ARMC9,DENND3,,,,,,,,
KDM6B,RGMA,,,,,,,,
AFAP1L2,RABAC1,,,,,,,,
RAP2B,MYADM,,,,,,,,
KCTD7,DCTN1,,,,,,,,
ZBTB47,DFNA5,,,,,,,,
SLC38A2,FAM20A,,,,,,,,
CYP1B1,TPBG,,,,,,,,
RASSF8,PVRL2,,,,,,,,
FKBP10,CCDC155,,,,,,,,
SGSM2,FKBP7,,,,,,,,
PRKACA,DIP2C,,,,,,,,
CFL2,SLC10A3,,,,,,,,
MATK,ARHGAP23,,,,,,,,
STAB1,WWC2,,,,,,,,
CBLN3,PDLIM2,,,,,,,,
DENND3,THBS3,,,,,,,,
RGMA,MINK1,,,,,,,,
RABAC1,HDLBP,,,,,,,,
MYADM,ACTN1,,,,,,,,
DCTN1,NFKBIA,,,,,,,,
DFNA5,C12orf57,,,,,,,,
FAM20A,ETS1,,,,,,,,
TPBG,ZFP36L1,,,,,,,,
PVRL2,MAF,,,,,,,,
CCDC155,ARHGAP15,,,,,,,,
FKBP7,L3MBTL3,,,,,,,,
DIP2C,BAG3,,,,,,,,
SLC10A3,RPS6KA2,,,,,,,,
ARHGAP23,PNRC1,,,,,,,,
WWC2,EXTL2,,,,,,,,
PDLIM2,ATG4A,,,,,,,,
THBS3,OGN,,,,,,,,
MINK1,TLDC1,,,,,,,,
HDLBP,AOC3,,,,,,,,
ACTN1,CNPY4,,,,,,,,
NFKBIA,CXorf40A,,,,,,,,
C12orf57,GABRG2,,,,,,,,
ETS1,PPEF1,,,,,,,,
ZFP36L1,CRHBP,,,,,,,,
MAF,GATS,,,,,,,,
ARHGAP15,BOC,,,,,,,,
L3MBTL3,THBS4,,,,,,,,
BAG3,HS3ST2,,,,,,,,
RPS6KA2,AP1M1,,,,,,,,
PNRC1,RAP2C,,,,,,,,
EXTL2,PCDHGA11,,,,,,,,
ATG4A,KLHDC8B,,,,,,,,
OGN,GLT8D1,,,,,,,,
TLDC1,MFGE8,,,,,,,,
AOC3,SERINC1,,,,,,,,
CNPY4,SVIL,,,,,,,,
CXorf40A,PXDC1,,,,,,,,
GABRG2,DGKA,,,,,,,,
PPEF1,OSBPL1A,,,,,,,,
CRHBP,JUNB,,,,,,,,
GATS,KCND2,,,,,,,,
BOC,PPP1R13L,,,,,,,,
THBS4,MTSS1L,,,,,,,,
HS3ST2,PAFAH1B1,,,,,,,,
AP1M1,VAT1,,,,,,,,
RAP2C,FMOD,,,,,,,,
PCDHGA11,SYNE1,,,,,,,,
KLHDC8B,PAPPA,,,,,,,,
GLT8D1,EHBP1L1,,,,,,,,
MFGE8,RORA,,,,,,,,
SERINC1,SSBP2,,,,,,,,
SVIL,UROD,,,,,,,,
PXDC1,ID4,,,,,,,,
DGKA,ENG,,,,,,,,
OSBPL1A,KAT6A,,,,,,,,
HOXA4,NAGK,,,,,,,,
JUNB,HERC1,,,,,,,,
KCND2,NUAK1,,,,,,,,
PPP1R13L,CBLB,,,,,,,,
MTSS1L,LTC4S,,,,,,,,
PAFAH1B1,KLHL5,,,,,,,,
FAM83A,MOSPD2,,,,,,,,
VAT1,STOML1,,,,,,,,
FMOD,PODXL,,,,,,,,
SYNE1,XYLT1,,,,,,,,
PAPPA,DAAM2,,,,,,,,
EHBP1L1,RASL12,,,,,,,,
RORA,MN1,,,,,,,,
SSBP2,SIGIRR,,,,,,,,
UROD,DNAJB4,,,,,,,,
ID4,PDK4,,,,,,,,
ENG,ITGA5,,,,,,,,
KAT6A,ZBBX,,,,,,,,
NAGK,BMPR2,,,,,,,,
HERC1,DCHS1,,,,,,,,
NUAK1,CLDN5,,,,,,,,
CBLB,KLF8,,,,,,,,
LTC4S,ZBTB20,,,,,,,,
KLHL5,SCARA3,,,,,,,,
MOSPD2,ARL2BP,,,,,,,,
EXOC7,TGFBR2,,,,,,,,
STOML1,SMARCA1,,,,,,,,
PODXL,SH2D3C,,,,,,,,
XYLT1,FAM131A,,,,,,,,
DAAM2,MORF4L1,,,,,,,,
RASL12,SPRY1,,,,,,,,
MN1,SNX33,,,,,,,,
SIGIRR,KCNMB1,,,,,,,,
DNAJB4,ZNF362,,,,,,,,
PDK4,ITGA4,,,,,,,,
ITGA5,GLI2,,,,,,,,
ZBBX,RGS10,,,,,,,,
BMPR2,VGLL4,,,,,,,,
DCHS1,SCGB3A2,,,,,,,,
CLDN5,WSB1,,,,,,,,
KLF8,STC1,,,,,,,,
ZBTB20,CXorf36,,,,,,,,
SCARA3,SGIP1,,,,,,,,
ARL2BP,S100A4,,,,,,,,
TGFBR2,INPP5F,,,,,,,,
SMARCA1,S100A16,,,,,,,,
SH2D3C,CDKN1A,,,,,,,,
FAM131A,MFSD1,,,,,,,,
MORF4L1,DHRS3,,,,,,,,
SPRY1,LDOC1,,,,,,,,
SNX33,VEGFC,,,,,,,,
KCNMB1,SYNPO,,,,,,,,
TNFRSF21,BNIP3L,,,,,,,,
ZNF362,ADAMTS6,,,,,,,,
ITGA4,PIGB,,,,,,,,
GLI2,KDR,,,,,,,,
RGS10,ITGB1,,,,,,,,
VGLL4,FRMD4B,,,,,,,,
SCGB3A2,ARMCX2,,,,,,,,
WSB1,PLEKHM2,,,,,,,,
STC1,PNMA1,,,,,,,,
CXorf36,MYO5A,,,,,,,,
SGIP1,PFKFB3,,,,,,,,
S100A4,BNIP2,,,,,,,,
INPP5F,BEND6,,,,,,,,
S100A16,SERTAD1,,,,,,,,
CDKN1A,TMEM88,,,,,,,,
MFSD1,PARVA,,,,,,,,
DHRS3,EGR1,,,,,,,,
LDOC1,PCDHGA3,,,,,,,,
VEGFC,SPIN1,,,,,,,,
SYNPO,GNAI2,,,,,,,,
BNIP3L,SMTN,,,,,,,,
ADAMTS6,FAT4,,,,,,,,
PIGB,SWI5,,,,,,,,
KDR,ZBTB46,,,,,,,,
RIPK4,UBQLN2,,,,,,,,
ITGB1,PHLDA3,,,,,,,,
FRMD4B,AKAP13,,,,,,,,
ARMCX2,ZNF281,,,,,,,,
PLEKHM2,LAT2,,,,,,,,
PNMA1,MID2,,,,,,,,
MYO5A,MYCT1,,,,,,,,
PFKFB3,GRIA2,,,,,,,,
BNIP2,ERRFI1,,,,,,,,
BEND6,TEK,,,,,,,,
SERTAD1,CLSTN1,,,,,,,,
TMEM88,KIAA0247,,,,,,,,
PARVA,STEAP4,,,,,,,,
EGR1,EFHC1,,,,,,,,
PCDHGA3,TPRG1L,,,,,,,,
SPIN1,RASSF4,,,,,,,,
GNAI2,AMPH,,,,,,,,
SMTN,ADAMTSL3,,,,,,,,
FAT4,C1QTNF7,,,,,,,,
SWI5,PLCD3,,,,,,,,
ZBTB46,SLC27A6,,,,,,,,
UBQLN2,KCNMB2,,,,,,,,
PRPH,C16orf45,,,,,,,,
PHLDA3,PPP2R2B,,,,,,,,
AKAP13,GALNT15,,,,,,,,
ZNF281,UST,,,,,,,,
LAT2,ZNF331,,,,,,,,
MID2,SLC39A13,,,,,,,,
MYCT1,KIAA1462,,,,,,,,
GRIA2,LIMS2,,,,,,,,
ERRFI1,SEC31A,,,,,,,,
TEK,VCL,,,,,,,,
CLSTN1,FAM63B,,,,,,,,
KIAA0247,GPC1,,,,,,,,
STEAP4,CCL8,,,,,,,,
EFHC1,DUSP5,,,,,,,,
KRT19,MAP1LC3B,,,,,,,,
TPRG1L,PIEZO2,,,,,,,,
RASSF4,APOD,,,,,,,,
AMPH,GLG1,,,,,,,,
COLEC10,TMEM8A,,,,,,,,
ADAMTSL3,UNC93B1,,,,,,,,
C1QTNF7,CNTNAP1,,,,,,,,
PLCD3,CD36,,,,,,,,
SPINT1,SGCD,,,,,,,,
SLC27A6,TXNIP,,,,,,,,
KCNMB2,DYNLT3,,,,,,,,
C16orf45,TNFSF8,,,,,,,,
PPP2R2B,IGSF5,,,,,,,,
GALNT15,SLC24A2,,,,,,,,
UST,THSD4,,,,,,,,
ZNF331,C7,,,,,,,,
SLC39A13,CLEC1A,,,,,,,,
VGLL1,GLI3,,,,,,,,
KIAA1462,PPP1R15A,,,,,,,,
LIMS2,NALCN,,,,,,,,
SEC31A,TBC1D9,,,,,,,,
VCL,CHST14,,,,,,,,
FAM63B,ADD1,,,,,,,,
GPC1,PELO,,,,,,,,
CCL8,GJB2,,,,,,,,
DUSP5,LILRA2,,,,,,,,
MAP1LC3B,CD4,,,,,,,,
PIEZO2,CITED2,,,,,,,,
APOD,C1orf216,,,,,,,,
GLG1,TP73-AS1,,,,,,,,
TMEM8A,WDR45,,,,,,,,
UNC93B1,LRRC4C,,,,,,,,
CNTNAP1,USP11,,,,,,,,
CD36,DDIT3,,,,,,,,
ZNF185,PCDHB7,,,,,,,,
SGCD,TMED4,,,,,,,,
TXNIP,PLVAP,,,,,,,,
DYNLT3,LY96,,,,,,,,
TNFSF8,CXCR4,,,,,,,,
IGSF5,PAX8,,,,,,,,
SLC24A2,ISCU,,,,,,,,
THSD4,TM4SF1,,,,,,,,
C7,NDST1,,,,,,,,
CLEC1A,SOX15,,,,,,,,
GLI3,JAKMIP2,,,,,,,,
PPP1R15A,NCKAP5L,,,,,,,,
NALCN,LPL,,,,,,,,
TBC1D9,FHL2,,,,,,,,
CHST14,FEZ1,,,,,,,,
ADD1,NR3C1,,,,,,,,
PELO,EFNB2,,,,,,,,
GJB2,ADCYAP1R1,,,,,,,,
LILRA2,FOSL2,,,,,,,,
CD4,CLEC11A,,,,,,,,
CITED2,ALDH1L2,,,,,,,,
C1orf216,CACNA2D4,,,,,,,,
TP73-AS1,MAPKAPK2,,,,,,,,
WDR45,FRMD4A,,,,,,,,
LRRC4C,PBX1,,,,,,,,
USP11,AHR,,,,,,,,
DDIT3,RBPMS,,,,,,,,
PCDHB7,MURC,,,,,,,,
TMED4,PSAP,,,,,,,,
PLVAP,CAPZB,,,,,,,,
LY96,DYRK3,,,,,,,,
CXCR4,EYA4,,,,,,,,
PAX8,PACS1,,,,,,,,
ISCU,BMP4,,,,,,,,
TM4SF1,NRBF2,,,,,,,,
NDST1,GOLGA2,,,,,,,,
SOX15,TRPV2,,,,,,,,
JAKMIP2,NPTN,,,,,,,,
NCKAP5L,CCDC88A,,,,,,,,
LPL,ZNF365,,,,,,,,
FHL2,TLN1,,,,,,,,
FEZ1,ADAMTS3,,,,,,,,
NR3C1,SAMD4A,,,,,,,,
EFNB2,MICAL2,,,,,,,,
ADCYAP1R1,NEFM,,,,,,,,
FOSL2,PURA,,,,,,,,
CLEC11A,ACSS3,,,,,,,,
GJB3,CRABP2,,,,,,,,
ALDH1L2,CREM,,,,,,,,
CACNA2D4,ENDOD1,,,,,,,,
MAPKAPK2,SH3PXD2A,,,,,,,,
FRMD4A,PCED1B,,,,,,,,
PBX1,TCEA2,,,,,,,,
AHR,HTR7P1,,,,,,,,
RBPMS,TFEB,,,,,,,,
MURC,PDZD2,,,,,,,,
PSAP,LRRC17,,,,,,,,
CAPZB,SUSD4,,,,,,,,
PAEP,LRCH3,,,,,,,,
DYRK3,GPRC5B,,,,,,,,
EYA4,ACADVL,,,,,,,,
PACS1,NTAN1,,,,,,,,
BMP4,ABHD2,,,,,,,,
NRBF2,YAP1,,,,,,,,
GOLGA2,EBF4,,,,,,,,
TRPV2,NAV1,,,,,,,,
NPTN,NDEL1,,,,,,,,
CCDC88A,TNFSF4,,,,,,,,
ZNF365,TMEM30A,,,,,,,,
TLN1,SNN,,,,,,,,
ADAMTS3,FOSB,,,,,,,,
SAMD4A,HMOX1,,,,,,,,
MICAL2,SDCCAG8,,,,,,,,
NEFM,CCNA1,,,,,,,,
PURA,PLAUR,,,,,,,,
ACSS3,GABARAPL1,,,,,,,,
CRABP2,KLF2,,,,,,,,
CREM,ZNRF1,,,,,,,,
ENDOD1,BCL9L,,,,,,,,
SH3PXD2A,MEF2D,,,,,,,,
PCED1B,RGCC,,,,,,,,
TCEA2,CNGA3,,,,,,,,
HTR7P1,TNFRSF12A,,,,,,,,
TFEB,GRAMD1B,,,,,,,,
PDZD2,HTR1F,,,,,,,,
LRRC17,PCDHB10,,,,,,,,
SUSD4,TSPAN2,,,,,,,,
LRCH3,TMEM136,,,,,,,,
GPRC5B,SASH1,,,,,,,,
ACADVL,GPR161,,,,,,,,
NTAN1,UNC5C,,,,,,,,
ABHD2,LAMA5,,,,,,,,
YAP1,NGFRAP1,,,,,,,,
EBF4,AP3M2,,,,,,,,
NAV1,NTSR1,,,,,,,,
NDEL1,GPRASP1,,,,,,,,
TNFSF4,ZNF532,,,,,,,,
TMEM30A,BRI3,,,,,,,,
SNN,MBD5,,,,,,,,
FOSB,TP53BP1,,,,,,,,
HMOX1,LIX1L,,,,,,,,
SDCCAG8,PKM,,,,,,,,
CCNA1,CALHM2,,,,,,,,
PLAUR,MAGED2,,,,,,,,
GABARAPL1,SLC2A10,,,,,,,,
KLF2,SLC35G2,,,,,,,,
ZNRF1,COL13A1,,,,,,,,
BCL9L,CASC1,,,,,,,,
MEF2D,BEX4,,,,,,,,
RGCC,CD93,,,,,,,,
CNGA3,STON1,,,,,,,,
TNFRSF12A,ISYNA1,,,,,,,,
GRAMD1B,IGSF10,,,,,,,,
HTR1F,PRPF8,,,,,,,,
PCDHB10,AIF1,,,,,,,,
TSPAN2,PRKD1,,,,,,,,
TMEM136,ARHGAP29,,,,,,,,
SASH1,GPR116,,,,,,,,
GPR161,GAD2,,,,,,,,
UNC5C,RBFOX2,,,,,,,,
LAMA5,ALCAM,,,,,,,,
NGFRAP1,PTHLH,,,,,,,,
AP3M2,ISG15,,,,,,,,
NTSR1,YIPF5,,,,,,,,
GPRASP1,CFH,,,,,,,,
ZNF532,ARHGEF6,,,,,,,,
BRI3,PTX3,,,,,,,,
MBD5,BBX,,,,,,,,
TP53BP1,GRP,,,,,,,,
LIX1L,FJX1,,,,,,,,
PKM,PLXND1,,,,,,,,
CALHM2,OAZ2,,,,,,,,
RIMBP2,SLIT3,,,,,,,,
MAGED2,CNIH3,,,,,,,,
SLC2A10,LIF,,,,,,,,
SLC35G2,LRRC8A,,,,,,,,
COL13A1,SOX5,,,,,,,,
CASC1,SLC15A3,,,,,,,,
WFDC3,MAP3K6,,,,,,,,
BEX4,CAMTA2,,,,,,,,
CD93,RHOQ,,,,,,,,
STON1,LSAMP,,,,,,,,
ISYNA1,CNTN4,,,,,,,,
IGSF10,PRPH2,,,,,,,,
PRPF8,FBXL5,,,,,,,,
AIF1,TUBB2A,,,,,,,,
PRKD1,LPAR1,,,,,,,,
ARHGAP29,RNH1,,,,,,,,
GPR116,STK17A,,,,,,,,
GAD2,ECSCR,,,,,,,,
RBFOX2,BCL6,,,,,,,,
ALCAM,ZBTB4,,,,,,,,
PTHLH,ZNF275,,,,,,,,
GAS6,PRRG1,,,,,,,,
ISG15,HEXA,,,,,,,,
YIPF5,DZIP1,,,,,,,,
CFH,NPR3,,,,,,,,
ARHGEF6,SSH1,,,,,,,,
PTX3,HSD17B2,,,,,,,,
BBX,CHD3,,,,,,,,
GRP,CHODL,,,,,,,,
FJX1,TBX15,,,,,,,,
PLXND1,CCM2L,,,,,,,,
OAZ2,EZR,,,,,,,,
SLIT3,PRDM6,,,,,,,,
CNIH3,ASAP2,,,,,,,,
LIF,METRN,,,,,,,,
LRRC8A,NEFH,,,,,,,,
SOX5,ZNF436,,,,,,,,
SLC15A3,DOK5,,,,,,,,
MAP3K6,TK2,,,,,,,,
