phateepi_1,phateepi_2,SCENT_ccat,velocity_length,A,K,P,WENR,mac,fib,curatedCLUST,OWNsig_stemO_UCell,OWNsig_stemS_UCell,,,,
-0.001911439,0.003736662,0.336685651,NA,1,1,1,0,0,0,Goblet / DCS,0.071592593,0.057925926,,,,
-0.004778593,-0.008300086,0.340707539,NA,1,1,1,0,0,0,TA 1,0,0.108037037,,,,
-0.028633263,0.013458906,0.427944609,NA,1,1,1,0,0,0,proCSC,0.389592593,0.117351852,,,,
-0.019643158,-0.001679856,0.413131351,NA,1,1,1,0,0,0,proCSC,0.552740741,0.089481481,,,,
-0.005940805,-0.009549325,0.364211675,NA,1,1,1,0,0,0,CSC,0.018333333,0.104981481,,,,
-0.017552191,-0.005205302,0.402254751,NA,1,1,1,0,0,0,CSC,0.309703704,0.109222222,,,,
-0.028732962,0.008172314,0.407856508,NA,1,1,1,0,0,0,proCSC,0.489925926,0.10812963,,,,
-0.008210977,-0.008631895,0.375490751,NA,1,1,1,0,0,0,CSC,0.026666667,0.106222222,,,,
-0.00291072,-0.006489402,0.335569727,NA,1,1,1,0,0,0,TA 1,0,0.107185185,,,,
0.001302294,-0.00699596,0.323129639,NA,1,1,1,0,0,0,Early Enterocyte,0,0.125814815,,,,
0.01166092,-0.010603122,0.358669696,NA,1,1,1,0,0,0,Early Enterocyte,0.070518519,0.109574074,,,,
-0.024653789,0.00279396,0.372936752,NA,1,1,1,0,0,0,proCSC,0.552703704,0.087296296,,,,
-0.025045327,-0.003048117,0.396088597,NA,1,1,1,0,0,0,proCSC,0.310407407,0.101740741,,,,
0.012901218,-0.00822687,0.361852214,NA,1,1,1,0,0,0,Early Enterocyte,0.170518519,0.122851852,,,,
4.33E-04,-0.006919281,0.368945623,NA,1,1,1,0,0,0,Early Enterocyte,0,0.05387037,,,,
0.004124405,-0.008396176,0.365860317,NA,1,1,1,0,0,0,Early Enterocyte,0,0.274888889,,,,
0.001496874,-0.007994246,0.314156896,NA,1,1,1,0,0,0,Early Enterocyte,0.009222222,0.167462963,,,,
-0.004707761,-0.008736952,0.330042541,NA,1,1,1,0,0,0,TA 1,0.033,0.112925926,,,,
0.010478251,-0.016343755,0.374336616,NA,1,1,1,0,0,0,Goblet / DCS,0.227518519,0.116296296,,,,
-0.002370478,-0.009510842,0.35053387,NA,1,1,1,0,0,0,Early Enterocyte,0.043444444,0.100388889,,,,
-0.008376794,-0.010976596,0.37426969,NA,1,1,1,0,0,0,proCSC,0.120074074,0.114555556,,,,
0.024662069,0.038600623,0.32931192,NA,1,1,1,0,0,0,Goblet / DCS,0.070962963,0.109518519,,,,
-0.028481916,0.008816203,0.421829898,NA,1,1,1,0,0,0,proCSC,0.512444444,0.09512963,,,,
0.014844917,-0.007196011,0.326284085,NA,1,1,1,0,0,0,Early Enterocyte,0.077481481,0.198462963,,,,
-0.005592861,0.009547817,0.402739962,NA,1,1,1,0,0,0,revCSC,0,0.362074074,,,,
-0.011458695,-0.011824933,0.389764883,NA,1,1,1,0,0,0,CSC,0.539074074,0.097037037,,,,
-0.029288844,0.013116459,0.418054982,NA,1,1,1,0,0,0,proCSC,0.540333333,0.117481481,,,,
-0.008751668,-0.003661909,0.33113256,NA,1,1,1,0,0,0,TA 2,0.269407407,0.144925926,,,,
-0.004366113,-0.011261806,0.334054607,NA,1,1,1,0,0,0,CSC,0,0.088333333,,,,
0.02433117,0.020837555,0.38197622,NA,1,1,1,0,0,0,Goblet / DCS,0.011666667,0.121537037,,,,
-0.023189827,0.007619353,0.460378837,NA,1,1,1,0,0,0,proCSC,0.635148148,0.109092593,,,,
-0.025253227,0.001136836,0.370376477,NA,1,1,1,0,0,0,proCSC,0.477444444,0.090185185,,,,
-0.007148273,-0.008155819,0.374719116,NA,1,1,1,0,0,0,CSC,0.274740741,0.191944444,,,,
-0.022684537,-0.001363453,0.400861561,NA,1,1,1,0,0,0,proCSC,0.526,0.109962963,,,,
-0.012229133,-0.005200152,0.393845346,NA,1,1,1,0,0,0,TA 2,0.113740741,0.074648148,,,,
0.00705172,-4.83E-04,0.36472909,NA,1,1,1,0,0,0,ER Stress,0.135074074,0.16837037,,,,
-0.029171706,0.009995014,0.38356444,NA,1,1,1,0,0,0,proCSC,0.432222222,0.096203704,,,,
0.011420843,-0.011162896,0.36549572,NA,1,1,1,0,0,0,Goblet / DCS,0,0.037111111,,,,
-0.025794018,0.002920102,0.415170963,NA,1,1,1,0,0,0,proCSC,0.603814815,0.107203704,,,,
-0.028759033,0.012081162,0.421860176,NA,1,1,1,0,0,0,proCSC,0.473888889,0.110333333,,,,
-0.017082275,-0.005469098,0.404956623,NA,1,1,1,0,0,0,proCSC,0.268481481,0.108203704,,,,
0.010328695,-0.004948203,0.317983823,NA,1,1,1,0,0,0,Early Enterocyte,0,0.151703704,,,,
0.012899039,-0.013379606,0.352738141,NA,1,1,1,0,0,0,Early Enterocyte,0.03237037,0.103611111,,,,
-0.026232321,5.70E-04,0.420931328,NA,1,1,1,0,0,0,proCSC,0.49237037,0.120092593,,,,
-0.018305742,-0.007616873,0.379078776,NA,1,1,1,0,0,0,proCSC,0.113814815,0.125814815,,,,
-0.028791441,0.011919732,0.441098926,NA,1,1,1,0,0,0,proCSC,0.309481481,0.131611111,,,,
6.67E-04,-0.008583339,0.307916069,NA,1,1,1,0,0,0,Early Enterocyte,0,0.104462963,,,,
-0.027861084,0.006842786,0.433666475,NA,1,1,1,0,0,0,proCSC,0.621814815,0.097296296,,,,
2.41E-06,0.005565246,0.330769351,NA,1,1,1,0,0,0,ER Stress,0.059074074,0.200055556,,,,
-0.016162196,-0.006115115,0.379897364,NA,1,1,1,0,0,0,proCSC,0.024037037,0.118685185,,,,
-0.028432783,0.011837841,0.400885867,NA,1,1,1,0,0,0,proCSC,0.601222222,0.111740741,,,,
0.006627647,0.002395371,0.320311854,NA,1,1,1,0,0,0,TA 2,0.066740741,0.086777778,,,,
-0.027776632,0.005818125,0.399609434,NA,1,1,1,0,0,0,proCSC,0.577481481,0.090166667,,,,
-0.024438062,0.00554761,0.37911389,NA,1,1,1,0,0,0,proCSC,0.264037037,0.113240741,,,,
-0.025700146,0.007274549,0.425211147,NA,1,1,1,0,0,0,proCSC,0.496777778,0.111574074,,,,
-0.028695597,0.008189607,0.424433402,NA,1,1,1,0,0,0,proCSC,0.529703704,0.095796296,,,,
-0.016471466,-0.004548029,0.378803133,NA,1,1,1,0,0,0,CSC,0.357962963,0.042481481,,,,
-0.028252736,0.006334874,0.39651167,NA,1,1,1,0,0,0,proCSC,0.328925926,0.102962963,,,,
0.003255224,-0.009136033,0.338161989,NA,1,1,1,0,0,0,Early Enterocyte,0.089777778,0.132685185,,,,
-0.003514924,-0.011259262,0.386452721,NA,1,1,1,0,0,0,CSC,0.509925926,0.091833333,,,,
-0.023889115,1.53E-04,0.400562614,NA,1,1,1,0,0,0,proCSC,0.36662963,0.113185185,,,,
-0.023317746,-0.001715837,0.342274182,NA,1,1,1,0,0,0,proCSC,0.02562963,0.064351852,,,,
-0.022829908,0.004105342,0.395591572,NA,1,1,1,0,0,0,proCSC,0.355555556,0.08037037,,,,
-0.005951656,-0.010060861,0.385953439,NA,1,1,1,0,0,0,CSC,0.519407407,0.111703704,,,,
0.005439902,9.04E-04,0.337042082,NA,1,1,1,0,0,0,ER Stress,0.013518519,0.162425926,,,,
0.002751122,-0.012851038,0.367884409,NA,1,1,1,0,0,0,Early Enterocyte,0,0.104037037,,,,
-0.011439369,-0.010500721,0.396379134,NA,1,1,1,0,0,0,proCSC,0.443518519,0.114148148,,,,
0.015836221,-0.012994579,0.343803648,NA,1,1,1,0,0,0,Early Enterocyte,0,0.11687037,,,,
-0.021588832,0.003476825,0.418726429,NA,1,1,1,0,0,0,proCSC,0.279259259,0.121314815,,,,
0.00529624,2.65E-04,0.356750173,NA,1,1,1,0,0,0,ER Stress,0.053111111,0.132351852,,,,
-0.010671307,-0.011563319,0.384411171,NA,1,1,1,0,0,0,CSC,0.291740741,0.094296296,,,,
0.004695897,-0.012737459,0.356612263,NA,1,1,1,0,0,0,Early Enterocyte,0.205333333,0.099462963,,,,
-0.02695222,0.004695009,0.400253902,NA,1,1,1,0,0,0,proCSC,0.419333333,0.097296296,,,,
-0.0151193,-0.004653207,0.372472601,NA,1,1,1,0,0,0,CSC,0.294,0.109462963,,,,
-0.024234217,0.003825333,0.40280317,NA,1,1,1,0,0,0,proCSC,0.225185185,0.128592593,,,,
0.008206641,-0.009129207,0.327799886,NA,1,1,1,0,0,0,Early Enterocyte,0,0.12362963,,,,
-0.02740204,0.005479805,0.400544704,NA,1,1,1,0,0,0,proCSC,0.360851852,0.100833333,,,,
-0.007375487,-0.00914366,0.356736903,NA,1,1,1,0,0,0,CSC,0.050074074,0.092981481,,,,
-0.004504223,-0.010337035,0.31710739,NA,1,1,1,0,0,0,CSC,0.044740741,0.136333333,,,,
-0.023603156,9.90E-04,0.393262655,NA,1,1,1,0,0,0,proCSC,0.485074074,0.087166667,,,,
-0.025758367,0.005021095,0.402604585,NA,1,1,1,0,0,0,proCSC,0.48137037,0.101,,,,
-0.02517018,0.011135811,0.418875025,NA,1,1,1,0,0,0,proCSC,0.597259259,0.097462963,,,,
-0.00188889,-0.001764316,0.414288507,NA,1,1,1,0,0,0,revCSC,0.606592593,0.194259259,,,,
-0.027014373,0.005455043,0.415792023,NA,1,1,1,0,0,0,proCSC,0.482037037,0.096074074,,,,
-0.006854853,-0.00576437,0.360523174,NA,1,1,1,0,0,0,TA 2,0.239444444,0.166203704,,,,
-0.024563134,-2.32E-04,0.389083595,NA,1,1,1,0,0,0,proCSC,0.652851852,0.085259259,,,,
-0.025625037,-1.45E-04,0.393869502,NA,1,1,1,0,0,0,proCSC,0.528481481,0.084148148,,,,
-0.002120267,-0.013783097,0.349025518,NA,1,1,1,0,0,0,CSC,0.077333333,0.09387037,,,,
-0.008917127,-0.011520022,0.368323378,NA,1,1,1,0,0,0,proCSC,0.560037037,0.105037037,,,,
-0.001614104,-0.013769879,0.377841827,NA,1,1,1,0,0,0,CSC,0.435296296,0.060259259,,,,
-0.028047801,0.00784534,0.415977678,NA,1,1,1,0,0,0,proCSC,0.629296296,0.108277778,,,,
0.007658859,-0.014326985,0.361790747,NA,1,1,1,0,0,0,Early Enterocyte,0.04662963,0.122537037,,,,
-0.026856567,0.002744396,0.408724929,NA,1,1,1,0,0,0,proCSC,0.549888889,0.0985,,,,
-0.003067062,-0.013719292,0.391165348,NA,1,1,1,0,0,0,CSC,0.539592593,0.109592593,,,,
0.007290521,-0.013928243,0.360141744,NA,1,1,1,0,0,0,Early Enterocyte,0.160888889,0.1085,,,,
0.0118589,-0.014093836,0.353753624,NA,1,1,1,0,0,0,Early Enterocyte,0.030222222,0.057925926,,,,
-0.007912973,0.015756049,0.350202389,NA,1,1,1,0,0,0,ER Stress,0.040888889,0.129018519,,,,
-6.53E-04,-0.003728604,0.366501981,NA,1,1,1,0,0,0,ER Stress,0.084592593,0.100018519,,,,
0.023320425,-0.004731357,0.325508031,NA,1,1,1,0,0,0,Late Enterocyte,0.048518519,0.184703704,,,,
-0.025068307,0.002675542,0.398084188,NA,1,1,1,0,0,0,proCSC,0.366777778,0.108314815,,,,
-0.00341466,-0.015280204,0.395263679,NA,1,1,1,0,0,0,CSC,0.433962963,0.103851852,,,,
0.001465771,-0.016225212,0.378760667,NA,1,1,1,0,0,0,CSC,0.47037037,0.08462963,,,,
-0.004629958,-0.011851135,0.367710191,NA,1,1,1,0,0,0,CSC,0.166518519,0.094055556,,,,
0.023315301,0.010276102,0.384682584,NA,1,1,1,0,0,0,Goblet / DCS,0,0.099388889,,,,
-0.020037161,-0.002853732,0.384774817,NA,1,1,1,0,0,0,proCSC,0.536037037,0.110388889,,,,
-0.018280842,-0.00792267,0.392340626,NA,1,1,1,0,0,0,proCSC,0.413888889,0.065592593,,,,
0.022288041,-0.008662408,0.335414918,NA,1,1,1,0,0,0,Early Enterocyte,0.02537037,0.112777778,,,,
-0.018386857,-0.010471687,0.374058796,NA,1,1,1,0,0,0,proCSC,0.398703704,0.061851852,,,,
-0.024102093,0.001647958,0.383714542,NA,1,1,1,0,0,0,proCSC,0.549851852,0.109592593,,,,
-0.026320932,0.011345786,0.411507168,NA,1,1,1,0,0,0,proCSC,0.427,0.103074074,,,,
-0.00464212,-0.012404424,0.369398857,NA,1,1,1,0,0,0,CSC,0.061666667,0.104018519,,,,
-0.026404299,0.008043067,0.419949041,NA,1,1,1,0,0,0,proCSC,0.413111111,0.104537037,,,,
-0.002149099,-0.009309804,0.283484362,NA,1,1,1,0,0,0,Early Enterocyte,0,0.111092593,,,,
0.002092227,-4.73E-04,0.370483088,NA,1,1,1,0,0,0,ER Stress,0.345444444,0.107759259,,,,
0.00592104,-0.010475903,0.354624903,NA,1,1,1,0,0,0,Early Enterocyte,0,0.131962963,,,,
-0.00319713,-0.007515251,0.343944363,NA,1,1,1,0,0,0,TA 1,0.037888889,0.133574074,,,,
-0.024183134,0.008682883,0.415293814,NA,1,1,1,0,0,0,proCSC,0.623296296,0.113296296,,,,
0.002965019,-0.00643379,0.307128118,NA,1,1,1,0,0,0,Early Enterocyte,0.087851852,0.043314815,,,,
-0.021695636,0.003265815,0.394088592,NA,1,1,1,0,0,0,proCSC,0.47737037,0.110518519,,,,
0.001222718,0.012975422,0.378235911,NA,1,1,1,0,0,0,ER Stress,0,0.299111111,,,,
-0.011441482,-0.011899191,0.345103001,NA,1,1,1,0,0,0,proCSC,0.388814815,0.089259259,,,,
-0.009077163,-0.009758355,0.39624759,NA,1,1,1,0,0,0,CSC,0.405185185,0.10362963,,,,
0.002588581,6.26E-04,0.274268307,NA,1,1,1,0,0,0,revCSC,0.059333333,0.256777778,,,,
0.026197833,-0.006265416,0.346684724,NA,1,1,1,0,0,0,Late Enterocyte,0,0.143722222,,,,
-0.01868639,-0.004705222,0.382804593,NA,1,1,1,0,0,0,CSC,0.20962963,0.095388889,,,,
-0.027582131,0.006272705,0.40391507,NA,1,1,1,0,0,0,proCSC,0.439111111,0.135018519,,,,
-0.022019205,-0.001663471,0.407105509,NA,1,1,1,0,0,0,proCSC,0.341703704,0.123740741,,,,
-0.020453766,0.003893246,0.39124387,NA,1,1,1,0,0,0,proCSC,0.343592593,0.142240741,,,,
-0.005010532,-0.010258622,0.381759418,NA,1,1,1,0,0,0,CSC,0,0.14787037,,,,
-0.00330769,-0.014131922,0.380862034,NA,1,1,1,0,0,0,CSC,0.568666667,0.140351852,,,,
0.00427641,0.012058384,0.330732498,NA,1,1,1,0,0,0,ER Stress,0.020222222,0.215722222,,,,
-0.027274404,0.013434679,0.40957504,NA,1,1,1,0,0,0,proCSC,0.491740741,0.089333333,,,,
-0.004178885,-0.011234815,0.347607664,NA,1,1,1,0,0,0,CSC,0.03862963,0.102962963,,,,
-0.0278251,0.009540393,0.391225209,NA,1,1,1,0,0,0,proCSC,0.550666667,0.110666667,,,,
-0.028611424,0.006187818,0.385829067,NA,1,1,1,0,0,0,proCSC,0.218,0.105833333,,,,
-0.028141247,0.012902817,0.436924518,NA,1,1,1,0,0,0,proCSC,0.343740741,0.117796296,,,,
-0.009625128,-0.006214279,0.405738458,NA,1,1,1,0,0,0,TA 1,0.516111111,0.100018519,,,,
-0.028940068,0.012507848,0.409754622,NA,1,1,1,0,0,0,proCSC,0.59937037,0.108444444,,,,
-0.011168645,-0.010061009,0.395997017,NA,1,1,1,0,0,0,CSC,0.615592593,0.117685185,,,,
-0.009574755,-0.008018505,0.388323081,NA,1,1,1,0,0,0,CSC,0.447962963,0.103851852,,,,
0.004036427,-0.013330016,0.368499423,NA,1,1,1,0,0,0,Early Enterocyte,0,0.126740741,,,,
0.014116917,-0.009534158,0.290146286,NA,1,1,1,0,0,0,Early Enterocyte,0.074111111,0.1135,,,,
-0.006056031,0.008303795,0.346273287,NA,1,1,1,0,0,0,revCSC,0,0.226277778,,,,
-0.027706657,0.005113941,0.385876001,NA,1,1,1,0,0,0,proCSC,0.502740741,0.1135,,,,
-0.027429862,0.006360435,0.450917352,NA,1,1,1,0,0,0,proCSC,0.538703704,0.104351852,,,,
0.006172027,0.005282536,0.315930685,NA,1,1,1,0,0,0,ER Stress,0,0.147425926,,,,
-0.010820988,-0.003997582,0.389994704,NA,1,1,1,0,0,0,TA 2,0.159111111,0.133648148,,,,
4.72E-05,-0.008577218,0.323493693,NA,1,1,1,0,0,0,Early Enterocyte,0.031925926,0.069481481,,,,
-0.00140094,-0.007788771,0.399243099,NA,1,1,1,0,0,0,Early Enterocyte,0.55762963,0.086166667,,,,
0.003296151,-0.009717105,0.354218927,NA,1,1,1,0,0,0,Early Enterocyte,0.03937037,0.105814815,,,,
-0.009042412,-0.008484941,0.393472181,NA,1,1,1,0,0,0,CSC,0.357074074,0.105018519,,,,
-0.007378897,-0.008953385,0.425668948,NA,1,1,1,0,0,0,TA 1,0.61137037,0.123740741,,,,
-0.028094112,0.014145781,0.414278007,NA,1,1,1,0,0,0,proCSC,0.436148148,0.072296296,,,,
-0.026595761,0.012750913,0.386638734,NA,1,1,1,0,0,0,proCSC,0.389518519,0.148888889,,,,
-0.028576867,0.012125941,0.414995778,NA,1,1,1,0,0,0,proCSC,0.501444444,0.120666667,,,,
0.023864108,-0.009256886,0.383375322,NA,1,1,1,0,0,0,Early Enterocyte,0.083518519,0.153740741,,,,
-0.028074771,0.012925562,0.415134183,NA,1,1,1,0,0,0,proCSC,0.570296296,0.074407407,,,,
0.008163844,-0.008699306,0.368423457,NA,1,1,1,0,0,0,Early Enterocyte,0.048111111,0.110888889,,,,
-0.021128883,-0.00814202,0.408138254,NA,1,1,1,0,0,0,proCSC,0.545851852,0.134,,,,
0.005485085,-0.015391153,0.342667252,NA,1,1,1,0,0,0,CSC,0.034333333,0.148981481,,,,
0.006715829,-0.015512635,0.378506978,NA,1,1,1,0,0,0,Early Enterocyte,0.019148148,0.096222222,,,,
-0.016931054,-0.009922614,0.409594392,NA,1,1,1,0,0,0,proCSC,0.340185185,0.082055556,,,,
0.006207247,-0.008076908,0.347948058,NA,1,1,1,0,0,0,Early Enterocyte,0.067962963,0.092425926,,,,
-0.022178812,-0.001589538,0.40453565,NA,1,1,1,0,0,0,proCSC,0.529703704,0.062111111,,,,
-0.028814215,0.014257742,0.430305834,NA,1,1,1,0,0,0,proCSC,0.462185185,0.107962963,,,,
-0.024877729,-0.002677568,0.391771479,NA,1,1,1,0,0,0,proCSC,0.489740741,0.06787037,,,,
-0.021014475,-0.003534999,0.396862677,NA,1,1,1,0,0,0,proCSC,0.551259259,0.106574074,,,,
-0.009614575,-0.007531933,0.37411312,NA,1,1,1,0,0,0,CSC,0.048851852,0.162333333,,,,
0.005469858,-0.016458541,0.38518653,NA,1,1,1,0,0,0,CSC,0.459851852,0.05712963,,,,
-0.027452185,0.014251142,0.424474034,NA,1,1,1,0,0,0,proCSC,0.410333333,0.107833333,,,,
-0.015416592,-0.006308889,0.389653795,NA,1,1,1,0,0,0,CSC,0.21862963,0.099666667,,,,
-0.005603352,-0.010877502,0.393805079,NA,1,1,1,0,0,0,CSC,0.121185185,0.0985,,,,
0.020306835,-0.006535545,0.352576245,NA,1,1,1,0,0,0,Early Enterocyte,0.071703704,0.140777778,,,,
0.009626563,-0.007299405,0.306897593,NA,1,1,1,0,0,0,TA 2,0,0.136981481,,,,
-0.024801549,0.001919175,0.407736895,NA,1,1,1,0,0,0,proCSC,0.506074074,0.106777778,,,,
-0.015752252,-0.004852506,0.395771244,NA,1,1,1,0,0,0,proCSC,0.158666667,0.150833333,,,,
-0.022833024,-0.001202564,0.398706241,NA,1,1,1,0,0,0,proCSC,0.507962963,0.113925926,,,,
-0.004024587,-0.003536975,0.353548649,NA,1,1,1,0,0,0,TA 1,0.140444444,0.094555556,,,,
0.018027496,-0.012826523,0.351509868,NA,1,1,1,0,0,0,Early Enterocyte,0.044074074,0.108055556,,,,
0.009098784,-0.005025967,0.313779017,NA,1,1,1,0,0,0,Early Enterocyte,0.044740741,0.13087037,,,,
-0.028934851,0.013934678,0.434619051,NA,1,1,1,0,0,0,proCSC,0.589185185,0.099796296,,,,
-9.20E-07,-0.014241538,0.35787708,NA,1,1,1,0,0,0,Goblet / DCS,0.010185185,0.186166667,,,,
-0.020105662,-0.002782922,0.407064032,NA,1,1,1,0,0,0,CSC,0.547481481,0.107592593,,,,
-0.002185549,-0.00621083,0.362285441,NA,1,1,1,0,0,0,Early Enterocyte,0.417296296,0.194296296,,,,
0.003304832,-0.016655626,0.377033297,NA,1,1,1,0,0,0,CSC,0.045777778,0.088925926,,,,
-0.018550544,-0.002118092,0.385634282,NA,1,1,1,0,0,0,proCSC,0.51362963,0.108740741,,,,
0.014121839,-0.011063656,0.354127821,NA,1,1,1,0,0,0,Early Enterocyte,0.04762963,0.11062963,,,,
-0.011502571,-0.010065476,0.383443921,NA,1,1,1,0,0,0,CSC,0.267851852,0.094759259,,,,
0.007040264,-0.01705458,0.380961797,NA,1,1,1,0,0,0,Goblet / DCS,0,0.125018519,,,,
-0.025788677,0.011635206,0.425525894,NA,1,1,1,0,0,0,proCSC,0.485222222,0.108703704,,,,
-0.001358281,-0.015820788,0.388540052,NA,1,1,1,0,0,0,CSC,0.151518519,0.090555556,,,,
-0.028431169,0.014086631,0.435596538,NA,1,1,1,0,0,0,proCSC,0.57762963,0.108537037,,,,
-0.028483148,0.014434095,0.419309244,NA,1,1,1,0,0,0,proCSC,0.568925926,0.088777778,,,,
-0.026253204,0.007019501,0.439659987,NA,1,1,1,0,0,0,proCSC,0.481333333,0.099777778,,,,
-0.024643241,0.010192961,0.411949392,NA,1,1,1,0,0,0,proCSC,0.53937037,0.119388889,,,,
-0.02122596,-0.004305711,0.408414941,NA,1,1,1,0,0,0,proCSC,0.481333333,0.05887037,,,,
-0.021114211,7.82E-04,0.414922383,NA,1,1,1,0,0,0,proCSC,0.541074074,0.10912963,,,,
-0.024792527,-0.00246254,0.39546569,NA,1,1,1,0,0,0,proCSC,0.532444444,0.101259259,,,,
-0.024198359,0.005721811,0.400426258,NA,1,1,1,0,0,0,proCSC,0.214555556,0.199222222,,,,
-0.029461738,0.013039966,0.452132525,NA,1,1,1,0,0,0,proCSC,0.356703704,0.120722222,,,,
-0.028753493,0.009413798,0.435520715,NA,1,1,1,0,0,0,proCSC,0.607888889,0.103703704,,,,
-0.003797303,-0.010478697,0.381995051,NA,1,1,1,0,0,0,CSC,0,0.105592593,,,,
-0.02194406,8.23E-05,0.406843714,NA,1,1,1,0,0,0,proCSC,0.513074074,0.116722222,,,,
0.002051539,-1.80E-04,0.359637831,NA,1,1,1,0,0,0,ER Stress,0.044518519,0.195388889,,,,
-0.007246053,-0.010844821,0.44398191,NA,1,1,1,0,0,0,CSC,0.170666667,0.105351852,,,,
-0.01809061,-0.001535582,0.425178046,NA,1,1,1,0,0,0,proCSC,0.523518519,0.109666667,,,,
-0.027104045,0.010746789,0.427296688,NA,1,1,1,0,0,0,proCSC,0.534148148,0.105703704,,,,
-0.007597666,-0.009169155,0.377670082,NA,1,1,1,0,0,0,TA 1,0.533777778,0.107111111,,,,
-0.00369412,-0.011648834,0.345105924,NA,1,1,1,0,0,0,CSC,0.032962963,0.184722222,,,,
-9.38E-04,-0.014224513,0.340228055,NA,1,1,1,0,0,0,CSC,0,0.113981481,,,,
-0.004876663,-0.012992615,0.384478725,NA,1,1,1,0,0,0,CSC,0.26762963,0.080833333,,,,
-0.024773322,0.006263771,0.436922778,NA,1,1,1,0,0,0,proCSC,0.471555556,0.158203704,,,,
-0.020952071,-0.003531776,0.423380422,NA,1,1,1,0,0,0,proCSC,0.532555556,0.107444444,,,,
0.014942968,-0.013239984,0.379861699,NA,1,1,1,0,0,0,Early Enterocyte,0.004518519,0.10887037,,,,
-0.016397691,-0.012393935,0.405790063,NA,1,1,1,0,0,0,proCSC,0.600666667,0.068222222,,,,
9.13E-04,-0.009847736,0.334855204,NA,1,1,1,0,0,0,Early Enterocyte,0.049962963,0.132925926,,,,
0.002551541,0.002753273,0.315963567,NA,1,1,1,0,0,0,revCSC,0.067481481,0.224148148,,,,
0.009493839,-0.010270008,0.351021021,NA,1,1,1,0,0,0,Early Enterocyte,0.074259259,0.205925926,,,,
0.012503055,-0.010768117,0.391342851,NA,1,1,1,0,0,0,Early Enterocyte,0,0.108703704,,,,
-0.00408827,-0.00925471,0.418910453,NA,1,1,1,0,0,0,CSC,0.583037037,0.109888889,,,,
-5.98E-05,-0.013069399,0.364485863,NA,1,1,1,0,0,0,CSC,0.015,0.110277778,,,,
0.009535221,-0.013149681,0.348194465,NA,1,1,1,0,0,0,Early Enterocyte,0.056037037,0.107259259,,,,
-0.022017636,0.003774786,0.434983241,NA,1,1,1,0,0,0,proCSC,0.479296296,0.135685185,,,,
0.015351136,-0.009396526,0.343837387,NA,1,1,1,0,0,0,Early Enterocyte,0,0.128425926,,,,
-0.001015953,0.010959083,0.348572717,NA,1,1,1,0,0,0,ER Stress,0.036925926,0.05712963,,,,
-0.003655557,-0.011839489,0.350857153,NA,1,1,1,0,0,0,CSC,0.019666667,0.140203704,,,,
-0.017832029,-0.002149,0.417451799,NA,1,1,1,0,0,0,proCSC,0.480444444,0.172833333,,,,
3.28E-04,-0.014954755,0.383228345,NA,1,1,1,0,0,0,CSC,0.130481481,0.132796296,,,,
-0.001279217,-0.009070879,0.36588936,NA,1,1,1,0,0,0,Early Enterocyte,0.028962963,0.104,,,,
0.008369063,-0.00589856,0.335624063,NA,1,1,1,0,0,0,Early Enterocyte,0.037703704,0.150240741,,,,
0.00276466,-0.016403204,0.374022291,NA,1,1,1,0,0,0,CSC,0,0.087037037,,,,
-0.028121399,0.014919406,0.39455313,NA,1,1,1,0,0,0,proCSC,0.562111111,0.112277778,,,,
0.00735866,-0.010130436,0.38418709,NA,1,1,1,0,0,0,Early Enterocyte,0.064703704,0.106759259,,,,
-0.01488973,-0.005078336,0.393678546,NA,1,1,1,0,0,0,CSC,0.345703704,0.104574074,,,,
-0.025147372,0.007877192,0.451236769,NA,1,1,1,0,0,0,proCSC,0.483296296,0.147055556,,,,
-0.002269564,-0.00888262,0.334810456,NA,1,1,1,0,0,0,TA 1,0,0.109,,,,
0.024043726,0.015307973,0.376143705,NA,1,1,1,0,0,0,Goblet / DCS,0,0.133962963,,,,
-0.018771779,-0.003625236,0.437393296,NA,1,1,1,0,0,0,proCSC,0.446814815,0.108703704,,,,
-0.021637477,-0.00181604,0.463517433,NA,1,1,1,0,0,0,CSC,0.351518519,0.11,,,,
-0.021431713,0.001485206,0.429544582,NA,1,1,1,0,0,0,proCSC,0.569888889,0.111351852,,,,
-0.013806598,-0.007104278,0.370851566,NA,1,1,1,0,0,0,CSC,0.30837037,0.190537037,,,,
-0.02124826,-0.002021339,0.380035801,NA,1,1,1,0,0,0,proCSC,0.408259259,0.123166667,,,,
-0.010027507,-0.010851541,0.398844808,NA,1,1,1,0,0,0,CSC,0.525259259,0.10062963,,,,
-0.020886004,-0.006116677,0.413527215,NA,1,1,1,0,0,0,proCSC,0.593518519,0.103444444,,,,
-0.011589952,-0.009973168,0.381495985,NA,1,1,1,0,0,0,CSC,0.329740741,0.077851852,,,,
-0.025704309,0.003604719,0.346166176,NA,1,1,1,0,0,0,proCSC,0.176185185,0.149611111,,,,
-0.00385685,-0.008093933,0.340627611,NA,1,1,1,0,0,0,Early Enterocyte,0.140185185,0.073925926,,,,
-0.027583682,0.009342126,0.410271819,NA,1,1,1,0,0,0,proCSC,0.398888889,0.114111111,,,,
-0.021176416,0.00403433,0.438480942,NA,1,1,1,0,0,0,proCSC,0.568814815,0.120537037,,,,
0.00725116,-0.008348557,0.326008411,NA,1,1,1,0,0,0,Late Enterocyte,0,0.141981481,,,,
